zone_id,name,n_bins,n_hot,n_cold,hot_share,cold_share,final_run,mk_tau,mk_z,mk_p,mk_slope,trend,category,reason,noise_sd,detectable_slope,underpowered,status
LK1136025,Bellanvila,12,0,0,0.0,0.0,0,0.5454545454545454,2.400039184633096,0.016393316888809073,0.07780160036033587,increasing,no_pattern,never significantly hot or cold,0.33187560452092635,0.09488428086848448,True,ok
LK1136030,Boralesgamuwa West A,12,0,0,0.0,0.0,0,0.24242424242424243,1.0285882219856124,0.303673214899419,0.03553888587693332,no trend,no_pattern,never significantly hot or cold,0.613034775067895,0.17526857348751776,True,ok
LK1136035,Boralesgamuwa West C,12,0,0,0.0,0.0,0,0.18181818181818182,0.7542980294561158,0.4506702853141802,0.024548560902270204,no trend,no_pattern,never significantly hot or cold,0.7040898700600962,0.2013015120044004,True,ok
LK1136040,Rattanapitiya,12,0,1,0.0,0.08333333333333333,0,0.15151515151515152,0.6171529331913674,0.5371338571769022,0.04697954715889237,no trend,no_pattern,cold in only 8% of bins and not in the final bin,1.3257540068276354,0.3790372471876588,True,ok
LK1136045,Egodawatta,12,7,0,0.5833333333333334,0.0,3,0.18181818181818182,0.7542980294561158,0.4506702853141802,0.044004092537486605,no trend,sporadic_hot_spot,"on and off hot in 58% of bins, never the opposite",1.2070937078520054,0.3451118938848911,False,ok
LK1136050,Boralesgamuwa East A,12,0,1,0.0,0.08333333333333333,0,0.030303030303030304,0.06857254813237416,0.9453298708327,0.02242287002443273,no trend,no_pattern,cold in only 8% of bins and not in the final bin,0.9647762846346786,0.27583257919386356,True,ok
LK1136055,Boralesgamuwa West B,12,0,0,0.0,0.0,0,0.18181818181818182,0.7542980294561158,0.4506702853141802,0.036035035589885404,no trend,no_pattern,never significantly hot or cold,0.6465395451580819,0.18484769280922983,True,ok
LK1136060,Werahera North,12,0,0,0.0,0.0,0,-0.06060606060606061,-0.20571764439712248,0.837011475105446,-0.03375960154371646,no trend,no_pattern,never significantly hot or cold,0.6712866967984861,0.19192298142627862,True,ok
LK1136065,Boralesgamuwa East B,12,1,0,0.08333333333333333,0.0,0,-0.15151515151515152,-0.6171529331913674,0.5371338571769022,-0.036518517220450006,no trend,no_pattern,hot in only 8% of bins and not in the final bin,1.0452783642145642,0.298848377358303,True,ok
LK1136070,Neelammahara,12,1,0,0.08333333333333333,0.0,0,0.06060606060606061,0.20571764439712248,0.837011475105446,0.011298836553335552,no trend,no_pattern,hot in only 8% of bins and not in the final bin,0.8787442335768001,0.2512357447623264,True,ok
LK1136075,Katuwawala North,12,1,0,0.08333333333333333,0.0,0,-0.09090909090909091,-0.34286274066187084,0.7317017232242102,-0.023064833185278223,no trend,no_pattern,hot in only 8% of bins and not in the final bin,0.8491876598019142,0.24278542720549762,True,ok
LK1136080,Vishwakalawa,12,0,0,0.0,0.0,0,0.09090909090909091,0.34286274066187084,0.7317017232242102,0.016705977882498446,no trend,no_pattern,never significantly hot or cold,0.6734367129734768,0.19253767782408734,True,ok
LK1136085,Werahera South,12,0,0,0.0,0.0,0,0.09090909090909091,0.34286274066187084,0.7317017232242102,0.026080243171912966,no trend,no_pattern,never significantly hot or cold,0.5460758083922381,0.1561247939684181,True,ok
LK1136090,Katuwawala South,12,0,0,0.0,0.0,0,0.24242424242424243,1.0285882219856124,0.303673214899419,0.05771085192075211,no trend,no_pattern,never significantly hot or cold,0.701927970108328,0.20068341799737255,True,ok
LK1136095,Niwanthidiya,12,0,0,0.0,0.0,0,0.21212121212121213,0.8914431257208641,0.37269149047151817,0.053729818226833814,no trend,no_pattern,never significantly hot or cold,0.7304337313909245,0.20883330495219182,True,ok
LK1136100,Erewwala West,12,0,0,0.0,0.0,0,0.06060606060606061,0.20571764439712248,0.837011475105446,0.01018099679678611,no trend,no_pattern,never significantly hot or cold,0.8124252844199286,0.23227494826814912,True,ok
LK1136105,Erewwala North,12,1,0,0.08333333333333333,0.0,0,-0.06060606060606061,-0.20571764439712248,0.837011475105446,-0.030348940519708,no trend,no_pattern,hot in only 8% of bins and not in the final bin,0.901293579615256,0.2576826738338442,True,ok
LK1136110,Erewwala East,12,0,0,0.0,0.0,0,-0.21212121212121213,-0.8914431257208641,0.37269149047151817,-0.03545721729122356,no trend,no_pattern,never significantly hot or cold,0.6524331395613531,0.18653269001621692,True,ok
LK1136115,Rathmaldeniya,12,1,0,0.08333333333333333,0.0,0,-0.12121212121212122,-0.48000783692661914,0.6312218204782534,-0.029934925485671143,no trend,no_pattern,hot in only 8% of bins and not in the final bin,1.11940524258481,0.3200414854125676,True,ok
LK1136120,Mahalwarawa,12,1,0,0.08333333333333333,0.0,0,-0.06060606060606061,-0.20571764439712248,0.837011475105446,-0.024462579121591707,no trend,no_pattern,hot in only 8% of bins and not in the final bin,1.020164123206358,0.2916681367345268,True,ok
