year,source,rural_definition,urban_mean,rural_mean,suhii,urban_pixels,rural_pixels
2010,terra_day_relaxed,buffer_ring,34.18937907499426,30.71354043483734,3.4758386401569155,34,32
2011,terra_day_relaxed,buffer_ring,33.068232087528,29.87261527776718,3.1956168097608213,34,32
2012,terra_day_relaxed,buffer_ring,33.62169978197883,30.082693874835968,3.5390059071428652,34,32
2013,terra_day_relaxed,buffer_ring,33.61611994575052,29.883689165115356,3.7324307806351626,34,32
2014,terra_day_relaxed,buffer_ring,33.78311965044807,30.54628723859787,3.2368324118502017,34,32
2015,terra_day_relaxed,buffer_ring,34.31213939891142,30.21122771501541,4.100911683896008,34,32
2016,terra_day_relaxed,buffer_ring,34.54633196662454,30.581240475177765,3.9650914914467776,34,32
2017,terra_day_relaxed,buffer_ring,33.98239674287684,30.57273769378662,3.409659049090216,34,32
2018,terra_day_relaxed,buffer_ring,34.70369563383215,30.709275662899017,3.99441997093313,34,32
2019,terra_day_relaxed,buffer_ring,34.299882888793945,30.71555083990097,3.584332048892975,34,32
2020,terra_day_relaxed,buffer_ring,34.196889091940484,31.23301386833191,2.963875223608575,34,32
2021,terra_day_relaxed,buffer_ring,34.176384420955884,30.296217560768127,3.8801668601877566,34,32
2022,terra_day_relaxed,buffer_ring,33.47554072211771,30.152840435504913,3.3227002866127933,34,32
2023,terra_day_relaxed,buffer_ring,32.62135836657356,29.422828197479248,3.1985301690943118,34,32
2024,terra_day_relaxed,buffer_ring,32.90541121538948,29.53973776102066,3.3656734543688174,34,32
2025,terra_day_relaxed,buffer_ring,31.419190631193274,28.10622650384903,3.3129641273442445,34,32
2000,terra_day_relaxed,lcz_based,30.773132460144744,29.57241558893156,1.200716871213185,435,142
2001,terra_day_relaxed,lcz_based,31.10749584504928,29.49111132667544,1.6163845183738381,435,142
2002,terra_day_relaxed,lcz_based,31.120670866692205,29.4091932639656,1.7114776027266032,435,142
2003,terra_day_relaxed,lcz_based,30.695793879717247,29.19645736787869,1.4993365118385569,435,142
2004,terra_day_relaxed,lcz_based,31.291275695274617,29.600930816157515,1.6903448791171023,435,142
2005,terra_day_relaxed,lcz_based,30.607646551899528,29.218522557471,1.3891239944285267,435,142
2006,terra_day_relaxed,lcz_based,31.45224598851697,29.691379509695018,1.7608664788219528,435,142
2007,terra_day_relaxed,lcz_based,31.628906741087466,29.997925676706767,1.6309810643806983,435,142
2008,terra_day_relaxed,lcz_based,31.300572204589844,29.608116665244697,1.692455539345147,435,142
2009,terra_day_relaxed,lcz_based,31.759895486941282,29.964999799114175,1.7948956878271076,435,142
2010,terra_day_relaxed,lcz_based,32.24372210447816,30.65248544747287,1.5912366570052896,435,142
2011,terra_day_relaxed,lcz_based,31.170943880629267,29.735087236449317,1.4358566441799496,435,142
2012,terra_day_relaxed,lcz_based,31.585767943283606,29.99886032654589,1.5869076167377152,435,142
2013,terra_day_relaxed,lcz_based,31.699061944018837,29.777133037385514,1.9219289066333225,435,142
2014,terra_day_relaxed,lcz_based,32.06233694142309,30.2376230416952,1.8247138997278896,435,142
2015,terra_day_relaxed,lcz_based,31.98123516652776,30.0612659807766,1.9199691857511603,435,142
2016,terra_day_relaxed,lcz_based,32.409676080462575,30.295435113223768,2.114240967238807,435,142
2017,terra_day_relaxed,lcz_based,32.155750419353616,30.41710371024449,1.7386467091091262,435,142
2018,terra_day_relaxed,lcz_based,32.704560672277694,30.442280548407048,2.262280123870646,435,142
2019,terra_day_relaxed,lcz_based,32.48979246643768,30.45991406221982,2.0298784042178575,435,142
2020,terra_day_relaxed,lcz_based,33.02187666618961,30.88805903086324,2.1338176353263734,435,142
2021,terra_day_relaxed,lcz_based,32.29269143466292,30.181599779593757,2.1110916550691634,435,142
2022,terra_day_relaxed,lcz_based,32.08183763438257,29.724689979819086,2.3571476545634873,435,142
2023,terra_day_relaxed,lcz_based,31.032208760579426,29.124247443470118,1.907961317109308,435,142
2024,terra_day_relaxed,lcz_based,31.171838690220625,29.30015384686778,1.8716848433528455,435,142
2025,terra_day_relaxed,lcz_based,29.75783587927106,28.01921009956667,1.738625779704389,435,142
