threshold,ghsl_dominant_cells,ca_built_cells,cell_difference,cell_agreement,ghsl_dominant_km2,ca_built_km2,ghsl_fraction_weighted_km2
0.5,3967,35497,31530,0.5409517173300816,39.67,354.97,112.60833200724795
