zone_id,gi_z_pooled,gi_z_single_sensor,class_pooled,class_single_sensor
LK1130025,3.6217527440552915,3.804446754260788,hot_99,hot_99
LK1130030,3.050434977606377,3.1991169513203115,hot_95,hot_99
LK1130035,3.2761042831705867,3.3801916750899754,hot_99,hot_99
LK1130040,2.61426110876834,2.673744821796737,hot_95,hot_95
LK1130045,3.073871544414605,3.256698223212915,hot_95,hot_99
LK1130050,3.7957393840666955,4.014865399034678,hot_99,hot_99
LK1130055,2.891893861764271,3.0579384473141746,hot_95,hot_95
LK1130060,3.1123326846354513,3.278087318567262,hot_99,hot_99
LK1130065,3.0725813558269874,3.2119938757951934,hot_99,hot_99
LK1130070,3.2928302613418077,3.511315410096226,hot_99,hot_99
LK1130075,2.8849501896536083,3.051450824975002,hot_95,hot_99
LK1131005,3.448054527869897,3.5853595282308066,hot_99,hot_99
LK1131010,3.2876931155105455,3.4288386123581054,hot_99,hot_99
LK1131015,3.0287424480252545,3.1714938586402144,hot_95,hot_95
LK1131020,3.0634871925916416,3.1870934933174473,hot_95,hot_95
LK1131025,3.4758105142113758,3.6240591014227386,hot_99,hot_99
LK1131030,1.4491736212491946,1.5747184909814775,ns,ns
LK1131035,2.6949917805998824,2.7702618859857453,hot_95,hot_95
LK1131040,2.9949054395320793,3.0959295240269724,hot_95,hot_95
LK1131045,2.47488464235395,2.5803871768644115,hot_95,hot_95
LK1131050,2.814319493701194,2.854691338060077,hot_95,hot_95
LK1131055,2.694067106815392,2.6668392040884723,hot_95,hot_95
LK1131060,3.4130076650360235,3.414570699979335,hot_99,hot_99
LK1131065,2.530298039816322,2.5406270991011186,hot_95,hot_95
LK1133005,2.7683703383624647,2.6928416284673236,hot_95,hot_95
LK1133010,3.505254041518838,3.456086924711428,hot_99,hot_99
LK1133015,2.932696717281302,2.8438335388176728,hot_95,hot_95
LK1133020,4.2115946153153025,4.107143435465514,hot_99,hot_99
LK1133025,4.2467651080148405,4.126695269160334,hot_99,hot_99
LK1133030,3.5435497687349184,3.415606282973513,hot_99,hot_99
LK1133035,2.6097272032623318,2.5932668132581997,hot_95,hot_95
LK1133040,3.425345137002747,3.324715199762847,hot_99,hot_99
LK1133045,4.090112387743259,3.9607083515500503,hot_99,hot_99
LK1133050,3.284495941378806,3.163033053277743,hot_99,hot_99
LK1133055,2.3189422027746054,2.2332321021695645,hot_95,hot_95
LK1133060,2.320881440942712,2.1394656751542644,hot_95,hot_90
LK1133065,2.5889048595054334,2.470060763405632,hot_95,hot_95
LK1133070,3.0573611409553565,2.873012548864056,hot_95,hot_95
LK1133075,3.3796679771601568,3.2154095276414405,hot_99,hot_99
LK1133080,3.2827993613199675,3.1329384020293687,hot_99,hot_95
LK1133085,2.5747436664678216,2.4440330311250027,hot_95,hot_95
LK1133090,3.597625845817321,3.4732556726545445,hot_99,hot_99
LK1133095,1.6176292405099955,1.4983572466873494,ns,ns
LK1133100,3.6190288693439046,3.439906359165247,hot_99,hot_99
LK1133105,2.9154030307255705,2.7201985744687724,hot_95,hot_95
LK1133110,3.1053152344220383,2.9309790154999096,hot_99,hot_95
LK1133115,2.799995497797651,2.5974428800663487,hot_99,hot_95
LK1133120,1.9961193605444667,1.7981830602349627,hot_90,ns
LK1133125,1.796114660449065,1.5693967809915224,hot_90,ns
LK1133130,1.1203645640733852,1.025381231114755,ns,ns
LK1133135,2.704239745564229,2.5221267555132694,hot_95,hot_95
LK1133140,1.8691956788778887,1.7116011169897916,hot_90,ns
LK1133145,0.0438062225138193,-0.0015695828674251915,ns,ns
LK1133150,1.9195245228312912,1.8332282306148922,ns,ns
LK1133155,-1.5341536524842458,-1.5498727870223783,ns,ns
LK1133160,1.806314540807438,1.623146431466288,ns,ns
LK1133165,1.320874507562204,1.161175253629311,ns,ns
LK1133170,1.1344372598297172,0.9342630425933578,ns,ns
LK1133175,1.1344372598297172,0.9342630425933578,ns,ns
LK1133180,1.062022625010252,0.8534245155762864,ns,ns
LK1133185,0.7195488913417776,0.5421032935722577,ns,ns
LK1133190,0.4683171230694002,0.3000338538255099,ns,ns
LK1133195,0.26224751575748567,0.09481656003910674,ns,ns
LK1133200,0.07376104068659681,-0.09436963129353963,ns,ns
LK1133205,-0.16100053876314388,-0.32616711076509103,ns,ns
LK1133210,-0.2361056161630528,-0.3674507936280829,ns,ns
LK1136005,2.224780852132188,2.3496971725159326,hot_90,hot_95
LK1136010,2.2140578861590505,2.261830803542286,hot_95,hot_95
LK1136015,1.7300332326264523,1.7647276429190288,ns,hot_90
LK1136020,1.1906969554483624,1.3049036368050966,ns,ns
LK1136025,1.3768670309947333,1.5490878988662615,ns,ns
LK1136030,-0.05077526942537222,0.08457388924433874,ns,ns
LK1136035,0.336113035232438,0.4841487453590821,ns,ns
LK1136040,0.9570664583418337,1.0622114260523574,ns,ns
LK1136045,2.093430652772386,2.1556199052536185,hot_90,hot_95
LK1136050,-0.05704974381459052,0.05159863596688856,ns,ns
LK1136055,0.5297618113561391,0.6200276601135029,ns,ns
LK1136060,1.1316962317096164,1.1474216265980288,ns,ns
LK1136065,1.4559065327970016,1.4876094809111153,ns,ns
LK1136070,1.2965609980466724,1.218683465400142,ns,ns
LK1136075,1.4027006758804397,1.3447032294725758,ns,ns
LK1136080,0.8947410825562347,0.7534101067843821,ns,ns
LK1136085,1.5789408863888068,1.5418815434455275,ns,ns
LK1136090,0.4994222516609994,0.4315362323622834,ns,ns
LK1136095,0.4570707866661045,0.4041560224797194,ns,ns
LK1136100,-0.05677126028075997,-0.05333231003734523,ns,ns
LK1136105,0.029964804513482473,0.07570048320294234,ns,ns
LK1136110,0.086195663072569,0.1379273092213032,ns,ns
LK1136115,0.2827516059810811,0.3469821137560397,ns,ns
LK1136120,0.2150923349982276,0.2560311900361229,ns,ns
LK1136125,0.357634591973475,0.3866767348922352,ns,ns
LK1136130,-0.40583671767919977,-0.3601150817064959,ns,ns
LK1136135,-0.560202128197131,-0.5015042919001691,ns,ns
LK1136140,-0.28223299650663475,-0.2743294800072595,ns,ns
LK1136145,0.37110346510720593,0.3037946487015772,ns,ns
LK1136150,0.27304977085781995,0.2056523035974644,ns,ns
LK1136155,0.2084175089532203,0.11943045196212941,ns,ns
LK1136160,0.46435367280742723,0.3596234924517616,ns,ns
LK1136165,0.8406645643488352,0.7790474420889577,ns,ns
LK1136170,1.4103748941911212,1.3139498061542443,hot_90,ns
LK1136175,1.0947152426474225,0.9846875072609881,ns,ns
LK1136180,0.8156085463285807,0.6980444477954103,ns,ns
LK1136185,1.1020572549404193,0.9396968957384078,ns,ns
LK1136190,0.277848671813806,0.2049097161256649,ns,ns
LK1136195,-0.6619309102201644,-0.6435599092040959,ns,ns
LK1136200,-0.3806722284290562,-0.3959433199407591,ns,ns
LK1136205,0.07626027071415543,-0.011531414561143772,ns,ns
LK1136210,0.7382100292194891,0.6223241196077743,ns,ns
LK1136215,0.7645135197265316,0.7281273976283906,ns,ns
LK1136220,1.0033089255131624,0.8839655925455863,ns,ns
LK1136225,0.5526164032280066,0.5068287523321696,ns,ns
LK1136230,0.9743457777389711,0.866935529934505,ns,ns
LK1136235,0.8791523832550642,0.7491181691017238,ns,ns
LK1136240,0.3637883100816022,0.24987331409419494,ns,ns
LK1136245,-0.051913567067127485,-0.13306017488236535,ns,ns
LK1136250,-0.12769974506090795,-0.2044596966908915,ns,ns
LK1136255,0.5379071545996459,0.4653642850028835,ns,ns
LK1136260,-0.3124405244009472,-0.3469726506034912,ns,ns
LK1136265,-0.009402147580390109,-0.06185959259845039,ns,ns
LK1136270,-0.7784638482164975,-0.7805450199925338,ns,ns
LK1136275,-0.9502457929416782,-0.9646068942660915,ns,ns
LK1136280,-0.3289264992914827,-0.39288976219384275,ns,ns
LK1136285,0.22932532774850278,0.1540742552514747,ns,ns
LK1136290,-0.48039182357042187,-0.5534448840124304,ns,ns
LK1136295,-1.5087242386345991,-1.5803798973665095,ns,ns
LK1136300,-0.7982051082010315,-0.8423590061731,ns,ns
LK1136305,-0.9245099040859169,-0.9847287370476183,ns,ns
LK1136310,-2.1271543820382983,-2.1745254855007348,cold_90,cold_90
LK1136315,-0.4070521597570097,-0.5109112815412198,ns,ns
LK1136320,-0.9925461710282609,-1.0434403987680447,ns,ns
LK1136325,-1.6542233107107958,-1.696421139543091,ns,cold_90
LK1136330,-1.141048486726054,-1.149303811347365,ns,ns
LK1136335,-1.6108730464597376,-1.6683358469477587,ns,ns
LK1136340,-0.9853021069085747,-1.0760396874075742,ns,ns
LK1136345,-1.7685600519462061,-1.8461976737079484,cold_90,cold_90
LK1136350,-1.2704871891313045,-1.3524211080644648,ns,ns
LK1136355,-1.2611495261212768,-1.3279816351215135,ns,ns
LK1136360,-1.1125834933852656,-1.1449612240089753,ns,ns
LK1136365,-1.7432721751897993,-1.8015384430948818,ns,ns
