zone_id,value,spatial_lag,local_i,z_score,p_norm,p_sim,p_adjusted,significant,quadrant,cluster
LK1103005,40.87351329366936,40.058788546088834,1.052403590292097,0.9020984781297551,0.36700455725548486,0.242,0.3041595505617978,False,1,ns
LK1103010,40.058788546088834,41.21637834868166,1.1677638615525883,2.25800617503338,0.023945274455554427,0.011,0.02974271844660194,True,1,HH
LK1103015,41.35288752330267,41.043265486258804,1.730242016139893,2.482987820094729,0.013028554228983786,0.009,0.025576530612244897,True,1,HH
LK1103020,41.42273422907296,41.04132208689759,1.7627050462235772,2.148015915557466,0.03171249113833473,0.017,0.0408146551724138,True,1,HH
LK1103025,41.712290191301264,41.46384085780053,2.14529146809099,3.4029686714396807,0.0006665792329044091,0.001,0.005925531914893618,True,1,HH
LK1103030,40.979248978572144,41.73859514610638,1.8780688295965826,3.0036812497087513,0.002667346169455711,0.003,0.011767605633802818,True,1,HH
LK1103035,41.2960696797079,42.09420068048081,2.245722045601967,3.6651114333560963,0.0002472309126659744,0.001,0.005925531914893618,True,1,HH
LK1103040,42.59313319011368,42.49415779050555,3.348149121563215,5.078232639751449,3.8096204655531046e-07,0.001,0.005925531914893618,True,1,HH
LK1103045,42.24363011606653,42.60277672941113,3.1778130618234393,4.095508929879938,4.212419889652886e-05,0.001,0.005925531914893618,True,1,HH
LK1103050,42.16127183348349,42.001256226384456,2.733284538080034,3.2019345932523184,0.0013650798938268523,0.003,0.011767605633802818,True,1,HH
LK1103055,42.38586889562667,42.24357848998171,3.0358648926076564,3.385102253475648,0.000711517438281197,0.001,0.005925531914893618,True,1,HH
LK1103060,42.07945621413674,42.31201791772206,2.8785373543299073,3.4347699132886613,0.0005930571369807662,0.001,0.005925531914893618,True,1,HH
LK1103065,42.461064313639696,42.597802278703824,3.3280175796682037,4.445690322841009,8.761007739067802e-06,0.001,0.005925531914893618,True,1,HH
LK1103070,44.50234463011088,42.59504447060331,4.765986784313977,4.464234486372732,8.035552535914996e-06,0.001,0.005925531914893618,True,1,HH
LK1103075,43.07073861372083,43.10795925369872,4.153457973651998,5.311898608557466,1.0848896229523313e-07,0.001,0.005925531914893618,True,1,HH
LK1103080,44.06013443223616,42.74974223643927,4.596150607686763,3.7825367616343692,0.0001552381575998488,0.001,0.005925531914893618,True,1,HH
LK1103085,43.24629145959389,43.27516030072022,4.424162585429465,4.172487968817861,3.012915135017597e-05,0.001,0.005925531914893618,True,1,HH
LK1103090,42.50783214185552,42.1192486562029,3.029537680114861,4.010851040190793,6.050027378850897e-05,0.001,0.005925531914893618,True,1,HH
LK1103095,42.568109980892366,42.83249044485141,3.568190337110144,4.669009326427961,3.026556407687548e-06,0.001,0.005925531914893618,True,1,HH
LK1103100,42.63359060918679,42.54338947463872,3.4110955860889445,4.403172963376247,1.0667904756679617e-05,0.001,0.005925531914893618,True,1,HH
LK1103105,41.8879254745836,42.242150324983726,2.709225499986808,3.3860223357661208,0.0007091361155488078,0.002,0.009858407079646019,True,1,HH
LK1103110,42.2398666281384,42.15701898852082,2.8837583626335594,4.045698242495403,5.2167396893202484e-05,0.001,0.005925531914893618,True,1,HH
LK1103115,42.49371928416821,40.36563978790809,1.8094592295525476,2.395564902411203,0.01659477601428399,0.01,0.02785,True,1,HH
LK1103120,34.244724140120084,40.762148294283804,-1.5360861317918713,-2.5349583507192186,0.011246069611043309,0.009,0.025576530612244897,True,2,LH
LK1103125,39.10776068750023,38.724594464143124,0.19395818701301248,0.7348974024787822,0.4624019804394812,0.232,0.2984387990762125,False,1,ns
LK1103130,41.41108318673396,38.27559490961848,0.2825501910947441,0.3995566427199371,0.6894830962215384,0.335,0.37695959595959594,False,1,ns
LK1103135,40.40494867813115,39.30710797329104,0.6039925479911246,1.1750383174434649,0.239979386301174,0.128,0.19114209115281502,False,1,ns
