predictor,vif,r_squared
NDBI,187.60052046922482,0.9946695243835209
NDVI,167.2983947253031,0.9940226563342586
built_fraction,28.072221024175917,0.9643775959465838
pop_density,17.817169068812227,0.943874360952749
dist_coast_km,4.804348454882612,0.79185523086201
elevation_m,3.8046190240780144,0.7371615939279668
