zone_id,wetland_within_pct,adjacent_within_250m,adjacent_within_500m,adjacent_within_1000m,adjacent_queen,wetland_status,wetland_policy_flag,adjacency_disagreement,dw_flooded_vegetation_pct,worldcover_wetland_pct,gsw_seasonal_pct,wdpa_pct,wetland_sources
LK1136050,0.23325126344434366,True,True,True,True,adjacent,True,False,0.0,0.0,0.23325126344434366,0.0,
LK1136055,34.86501227161167,False,False,False,False,within,True,False,0.0,5.413144259612762,3.381510771748023,32.58794655031361,worldcover_wetland;gsw_seasonal;wdpa
LK1136060,44.0,False,False,False,False,within,True,False,1.328358208955224,13.298507462686567,7.104477611940299,43.97014925373134,dw_flooded_vegetation;worldcover_wetland;gsw_seasonal;wdpa
LK1136065,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136070,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1136075,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136080,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136085,25.680058243431066,False,False,False,False,within,True,False,0.22503143821563307,5.016877357866172,3.441657290356741,24.528426765504005,worldcover_wetland;gsw_seasonal;wdpa
LK1136090,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136095,0.39939402286186476,True,True,True,True,adjacent,True,False,0.0,0.0,0.39939402286186476,0.0,
LK1136100,0.2035105571101501,False,False,False,False,neither,False,False,0.0,0.2035105571101501,0.0,0.0,
LK1136105,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136110,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136115,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136120,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136125,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136130,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136135,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136140,0.027674000276740003,False,False,False,False,neither,False,False,0.0,0.027674000276740003,0.0,0.0,
LK1136145,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1136150,0.20276497695852536,True,True,True,True,adjacent,True,False,0.0,0.20276497695852536,0.0,0.0,
LK1136155,1.0188742274929012,False,False,False,False,within,True,False,0.0,0.0,1.0188742274929012,0.0,gsw_seasonal
LK1136160,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136165,10.068663089262015,False,False,False,False,within,True,False,1.1193814551958918,2.590733367953378,1.9560325428423058,8.856961514049969,dw_flooded_vegetation;worldcover_wetland;gsw_seasonal;wdpa
LK1136170,28.145941921072225,False,False,False,False,within,True,False,2.280342516753537,6.505956813104989,11.252792256142964,28.145941921072225,dw_flooded_vegetation;worldcover_wetland;gsw_seasonal;wdpa
LK1136175,11.6551579828416,False,False,False,False,within,True,False,4.3314500941619585,5.210295040803516,5.04289600334798,11.6551579828416,dw_flooded_vegetation;worldcover_wetland;gsw_seasonal;wdpa
LK1136180,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136185,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136190,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136195,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136200,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136205,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136210,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1136215,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136220,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1136225,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136230,0.037009622501850484,True,True,True,True,adjacent,True,False,0.0,0.037009622501850484,0.0,0.0,
LK1136235,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136240,15.193571950328707,False,False,False,False,within,True,False,3.1775018261504746,1.168736303871439,3.7983929875821767,15.193571950328707,dw_flooded_vegetation;worldcover_wetland;gsw_seasonal;wdpa
LK1136245,4.814814814814815,False,False,False,False,within,True,False,0.0,0.0,0.06385696040868455,4.814814814814815,wdpa
LK1136250,1.035368176923714,False,False,False,False,within,True,False,0.0,1.035368176923714,0.0,0.0,worldcover_wetland
LK1136255,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136260,4.442007129147244,False,False,False,False,within,True,False,0.0,2.7282698108034,3.125856868659172,0.0,worldcover_wetland;gsw_seasonal
LK1136265,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136270,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1136275,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136280,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136285,0.006275494195167869,True,True,True,True,adjacent,True,False,0.006275494195167869,0.0,0.0,0.0,
LK1136290,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136295,8.29835711716033,False,False,False,False,within,True,False,0.0,0.4137186713035136,0.9173761841947475,8.226406043890155,wdpa
LK1136300,19.871205151793927,False,False,False,False,within,True,False,0.0,0.0,0.1533272002453235,19.871205151793927,wdpa
LK1136305,67.48384959416929,False,False,False,False,within,True,False,0.48037104522113633,2.1036938876925624,9.657114460824912,67.48384959416929,worldcover_wetland;gsw_seasonal;wdpa
LK1136310,45.48222246384691,False,False,False,False,within,True,False,0.0,0.2065891051429814,3.269181979631039,45.97513681997753,gsw_seasonal;wdpa
LK1136315,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136320,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136325,0.05495202265714165,True,True,True,True,adjacent,True,False,0.03381662932747179,0.021135393329669867,0.0,0.0,
LK1136330,0.015760441292356184,False,False,True,False,neither,False,False,0.015760441292356184,0.0,0.0,0.0,
LK1136335,1.1471089753526584,False,False,False,False,within,True,False,0.0,1.1471089753526584,0.0,0.0,worldcover_wetland
LK1136340,3.8202625378660384,False,False,False,False,within,True,False,0.38707505890272637,3.4500168293503872,0.0,0.0,worldcover_wetland
LK1136345,0.391644908616188,True,True,True,True,adjacent,True,False,0.0,0.391644908616188,0.0,0.0,
LK1136350,11.308521912598966,False,False,False,False,within,True,False,0.0,0.854061467489558,2.150738731999252,10.560438875381834,gsw_seasonal;wdpa
LK1136355,1.3805721889554226,False,False,False,False,within,True,False,0.0,0.0,0.0,1.3805721889554226,wdpa
LK1136360,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1136365,46.609094457455114,False,False,False,False,within,True,False,2.5614754098360657,2.8688524590163933,6.591530054644808,47.09699453551912,dw_flooded_vegetation;worldcover_wetland;gsw_seasonal;wdpa
