predictor,vif,r_squared
NDBI,28.412190418358257,0.9648038399970085
NDVI,14.306922057225087,0.9301037640381221
built_fraction,9.753092344895887,0.8974684167198178
pop_density,2.6176526403723694,0.6179783426659136
dist_coast_km,1.8364166467495417,0.45546126377693186
elevation_m,1.621871275191431,0.38342825642437683
