zone_id,value,spatial_lag,local_i,z_score,p_norm,p_sim,p_adjusted,significant,quadrant,cluster
LK1112250,35.203722720775886,35.46349482137643,0.4191153585555374,1.6080956071902064,0.1078142411542739,0.054,0.09992691029900332,False,3,ns
LK1112255,34.95185338576502,35.76300546295384,0.38812107823601694,1.1038120062072754,0.2696746956030158,0.131,0.1885452196382429,False,3,ns
LK1112260,35.51547581900349,35.205339978019424,0.40552296040732655,1.558359995741498,0.11914793413684113,0.065,0.11530254777070063,False,3,ns
LK1112265,34.929354499803345,34.98243812414965,0.6197659452348321,1.7415614182512764,0.08158521740322904,0.042,0.08295744680851065,False,3,ns
LK1112270,34.080019562574904,34.63036328631075,1.0040546540399347,2.244496291855569,0.024800487241357524,0.006,0.018670391061452515,True,3,LL
LK1112275,34.978749249369535,34.15343583452994,0.8419516877027173,2.867485072748772,0.004137483218131237,0.001,0.005460784313725491,True,3,LL
LK1112280,34.35108480606487,33.91583651536793,1.177809296539888,2.302482307071924,0.021307988069907424,0.008,0.023576719576719578,True,3,LL
LK1112285,33.870680818827495,34.396015670251465,1.1750034668941736,2.2228977549542925,0.026222695204685103,0.011,0.030482587064676617,True,3,LL
LK1112290,34.68995782669019,34.36898763254744,0.8863896810757671,2.243432238291762,0.02486895493694855,0.011,0.030482587064676617,True,3,LL
LK1112295,34.3400043480631,35.01534980188285,0.7752273646279776,2.183588002469912,0.028992535948757003,0.015,0.03797727272727273,True,3,LL
LK1112300,35.42620964395064,35.08133164674328,0.4561655885377391,1.8388923645575073,0.06593101908200948,0.031,0.06515849056603773,False,3,ns
LK1112305,35.40921501080696,36.179202638721144,0.21116868228626004,0.9800545069733977,0.32705921369732005,0.168,0.2260289855072464,False,3,ns
