zone_id,gi_star_hot_rank,lst_2020s_rank,ndvi_inverse_rank,score,rank,priority
LK1133135,0.8438061041292639,0.9640933572710951,0.8456014362657092,0.8922800718132855,56,True
LK1106195,0.822262118491921,0.9946140035906643,0.8132854578096947,0.889407540394973,57,True
LK1133075,0.933572710951526,0.9174147217235189,0.7414721723518851,0.8886894075403952,58,True
LK1133110,0.9012567324955116,0.9120287253141831,0.8150807899461401,0.888330341113106,59,True
LK1133100,0.9712746858168761,0.8904847396768402,0.718132854578097,0.8883303411131059,60,True
LK1130065,0.8976660682226212,0.8527827648114902,0.9353680430879713,0.8872531418312388,61,False
LK1124100,0.926391382405745,0.9156193895870736,0.7504488330341114,0.8868940754039497,62,False
LK1131040,0.8797127468581688,0.9030520646319569,0.8617594254937163,0.8854578096947936,63,False
LK1131060,0.9425493716337523,0.8761220825852782,0.7845601436265709,0.8843806104129265,64,False
LK1130050,0.9802513464991023,0.8545780969479354,0.7342908438061041,0.880789946140036,65,False
LK1133105,0.8707360861759426,0.9192100538599641,0.8043087971274686,0.8768402154398565,66,False
LK1133070,0.8922800718132855,0.9138240574506283,0.748653500897666,0.8721723518850988,67,False
LK1131005,0.9497307001795332,0.7755834829443446,0.9012567324955116,0.8703770197486536,68,False
LK1124095,0.9569120287253142,0.8725314183123878,0.6912028725314183,0.8700179533213644,69,False
LK1103090,0.940754039497307,0.8186714542190305,0.8204667863554758,0.8678635547576302,70,False
LK1127040,0.9281867145421903,0.8240574506283662,0.8276481149012568,0.8664272890484741,71,False
LK1124055,0.8258527827648114,0.9820466786355476,0.7145421903052065,0.8660682226211849,72,False
LK1127085,0.8563734290843806,0.8168761220825853,0.9640933572710951,0.8621184919210054,73,False
LK1127080,0.874326750448833,0.8366247755834829,0.8581687612208259,0.8560143626570916,74,False
LK1103140,0.9317773788150808,0.7414721723518851,0.9317773788150808,0.8556552962298025,75,False
LK1127045,0.8025134649910234,0.8689407540394973,0.9281867145421903,0.8542190305206464,76,False
LK1127095,0.8204667863554758,0.8312387791741472,0.9569120287253142,0.8520646319569121,77,False
LK1124005,0.7809694793536804,0.9281867145421903,0.8348294434470377,0.8506283662477558,78,False
LK1133035,0.8330341113105925,0.9084380610412927,0.7684021543985637,0.8502692998204668,79,False
LK1103170,0.8096947935368043,0.829443447037702,0.9658886894075404,0.8488330341113106,80,False
LK1106230,0.8240574506283662,0.9461400359066428,0.7019748653500898,0.8484739676840216,81,False
LK1131050,0.8509874326750448,0.8330341113105925,0.8689407540394973,0.8473967684021545,82,False
LK1121005,0.9048473967684022,0.881508078994614,0.6570915619389587,0.8459605026929983,83,False
LK1106095,0.7989228007181328,0.933572710951526,0.7594254937163375,0.844883303411131,84,False
LK1131065,0.8168761220825853,0.9012567324955116,0.7719928186714542,0.8416517055655297,85,False
LK1106135,0.8617594254937163,0.874326750448833,0.7324955116696589,0.8409335727109516,86,False
LK1124070,0.8653500897666068,0.8384201077199281,0.7935368043087971,0.8402154398563734,87,False
LK1106215,0.881508078994614,0.7881508078994613,0.8599640933572711,0.8398563734290844,88,False
LK1133115,0.8473967684021544,0.8617594254937163,0.77737881508079,0.8391382405745063,89,False
LK1131035,0.8420107719928187,0.8599640933572711,0.7666068222621185,0.8341113105924597,90,False
LK1121190,0.8545780969479354,0.8509874326750448,0.7540394973070018,0.8330341113105926,91,False
LK1133060,0.7935368043087971,0.8581687612208259,0.8420107719928187,0.829084380610413,92,False
LK1133065,0.829443447037702,0.8096947935368043,0.8563734290843806,0.8269299820466787,93,False
LK1109240,0.6912028725314183,0.9730700179533214,0.7863554757630161,0.8229802513464992,94,False
LK1130040,0.8348294434470377,0.755834829443447,0.933572710951526,0.8229802513464991,95,False
LK1103025,0.8186714542190305,0.7917414721723519,0.8922800718132855,0.8226211849192101,96,False
LK1130075,0.8599640933572711,0.8150807899461401,0.7630161579892281,0.8226211849192101,97,False
LK1127035,0.8671454219030521,0.770197486535009,0.8366247755834829,0.8222621184919212,98,False
LK1109180,0.7432675044883303,0.940754039497307,0.7432675044883303,0.822262118491921,99,False
LK1133005,0.8456014362657092,0.77737881508079,0.8491921005385996,0.8190305206463195,100,False
LK1133055,0.7917414721723519,0.8132854578096947,0.8797127468581688,0.8179533213644525,101,False
LK1133140,0.7360861759425493,0.8976660682226212,0.8186714542190305,0.8172351885098743,102,False
LK1127090,0.8366247755834829,0.7289048473967684,0.9533213644524237,0.8168761220825852,103,False
LK1133050,0.9210053859964094,0.7163375224416517,0.8078994614003591,0.8165170556552963,104,False
LK1131055,0.8402154398563735,0.7935368043087971,0.8061041292639138,0.8147217235188511,105,False
LK1106105,0.7648114901256733,0.8204667863554758,0.8868940754039497,0.8114901256732496,106,False
LK1127070,0.7684021543985637,0.8061041292639138,0.9048473967684022,0.8107719928186715,107,False
LK1127015,0.8725314183123878,0.7432675044883303,0.8114901256732495,0.8086175942549372,108,False
LK1121205,0.8581687612208259,0.7737881508078994,0.7755834829443446,0.8078994614003591,109,False
LK1103130,0.6714542190305206,0.8491921005385996,0.9964093357271095,0.8075403949730701,110,False
LK1127075,0.8132854578096947,0.7666068222621185,0.874326750448833,0.806822262118492,111,False
LK1131045,0.8078994614003591,0.7684021543985637,0.8653500897666068,0.8035906642728905,112,False
LK1103030,0.7953321364452424,0.748653500897666,0.926391382405745,0.8028725314183124,113,False
LK1124075,0.8527827648114902,0.7845601436265709,0.7378815080789947,0.8025134649910234,114,False
LK1127065,0.7199281867145422,0.7989228007181328,0.9605026929982047,0.7996409335727109,115,False
