zone_id,value,gi_z,p_norm,p_sim,p_adjusted,significant,confidence_class
LK1103120,31.16514663333596,2.373021356026057,0.01764324376908428,0.002,0.008912000000000002,True,hot_99
LK1103125,38.91651423701919,1.266646989736942,0.20528154252097364,0.182,0.23466203703703703,False,ns
LK1103130,41.63470829919689,1.4640524820948049,0.14317960918634554,0.268,0.3162627118644068,False,ns
LK1103135,40.174175542727696,2.0350235135300676,0.04184850710473792,0.072,0.12079518072289157,False,ns
LK1103140,39.698629413292245,3.8409961443091736,0.00012253603946426844,0.002,0.008912000000000002,True,hot_99
LK1103145,40.392472076123234,4.5099454121383244,6.48443094715348e-06,0.001,0.006054347826086957,True,hot_99
LK1103150,41.03158141442858,4.039567471197127,5.35498621350469e-05,0.001,0.006054347826086957,True,hot_99
LK1103155,40.10269830417765,4.595746286709248,4.312031278686071e-06,0.001,0.006054347826086957,True,hot_99
LK1103160,40.46539179436461,3.508803038978354,0.00045012811543213753,0.003,0.01265909090909091,True,hot_95
LK1103165,41.76254444821453,3.4974298134660122,0.0004697643052242673,0.004,0.015914285714285714,True,hot_95
LK1103170,40.92693321763815,3.340373950947637,0.0008366565048454263,0.007,0.02377439024390244,True,hot_95
LK1103175,38.45364377939728,2.978783579406973,0.0028939510176351586,0.004,0.015914285714285714,True,hot_95
LK1106005,40.15860028267279,4.830804007686173,1.359828120327273e-06,0.001,0.006054347826086957,True,hot_99
LK1106010,39.24243640417022,2.4646849550934737,0.013713376780934953,0.02,0.04973214285714286,True,hot_95
LK1106015,36.16447901050448,1.3116129613649816,0.18965075751842608,0.061,0.10890064102564101,False,ns
LK1106020,38.88481833737615,1.4935017339638446,0.13530590070931445,0.128,0.18049620253164558,False,ns
LK1106025,39.03084468635041,3.0279263318464946,0.002462381067897803,0.008,0.026058479532163746,True,hot_95
LK1106030,42.0512093201792,3.921982248933205,8.782346368181909e-05,0.001,0.006054347826086957,True,hot_99
LK1106035,39.87892160225015,4.2395219659745615,2.2399627557550525e-05,0.001,0.006054347826086957,True,hot_99
LK1106040,36.39266441116334,1.8224982580229945,0.06837941781110547,0.034,0.07092883895131087,False,hot_90
LK1106045,38.00050757075277,1.2958585998882688,0.19502420470514514,0.151,0.205640586797066,False,ns
LK1106050,36.0164023929817,0.8438975614716014,0.3987266509744667,0.16,0.2121904761904762,False,ns
LK1106055,35.664824963829304,0.40690303845100906,0.6840792042560615,0.29,0.337223382045929,False,ns
LK1106060,37.34482682003875,0.2292581964941646,0.8186682425725341,0.459,0.47170295202952034,False,ns
LK1106065,34.74051945128095,-0.29007083108758264,0.7717620503127111,0.495,0.49678378378378374,False,ns
LK1106070,34.929499905209546,-0.9953457339203421,0.3195681417312438,0.221,0.2717373068432671,False,ns
LK1106075,35.24306877931488,-0.4924801402685998,0.6223799579888333,0.383,0.4126324951644101,False,ns
LK1106080,38.08509867096092,0.1016681111726016,0.9190201145508333,0.455,0.47170295202952034,False,ns
LK1106085,36.461481615524,1.3414227649147807,0.17978323047802103,0.098,0.15037465564738295,False,ns
LK1106090,37.53006120530856,1.2514360609099782,0.210775427648506,0.132,0.18519899244332494,False,ns
LK1106095,38.6483536018813,1.405070007293893,0.1600004617624824,0.141,0.19536567164179103,False,ns
LK1106100,38.035083365724525,2.0139602699435537,0.04401370491866556,0.041,0.08127046263345196,False,hot_90
LK1106105,39.42478545762188,2.219410254822218,0.026458826632623524,0.042,0.08266431095406361,False,hot_90
LK1106110,41.34434783179954,3.3190593185572257,0.0009032124070121342,0.007,0.02377439024390244,True,hot_95
LK1106115,39.48315338127373,2.6016654814125335,0.009277229521215936,0.018,0.04578082191780822,True,hot_95
LK1106120,38.54294542776006,2.532520743768535,0.011324566894746174,0.015,0.04036231884057971,True,hot_95
LK1106125,38.47827225966803,1.3838139114707317,0.1664154422386811,0.148,0.20254545454545453,False,ns
LK1106130,40.15706244469818,1.5963722384723735,0.11040571049021813,0.155,0.20803614457831324,False,ns
LK1106135,39.147227778826085,2.1194078046441525,0.034056017800310326,0.036,0.07426666666666666,False,hot_90
LK1106140,37.49174566295634,0.5504302309358072,0.5820243183848384,0.357,0.39066601178781923,False,ns
LK1106145,36.19078543641181,-0.0790918363545736,0.9369595768180519,0.488,0.4933139745916515,False,ns
LK1106150,35.88792319640638,-0.16478099628655782,0.8691163623234969,0.469,0.47844871794871796,False,ns
LK1106155,36.58271720655161,-0.5994442430230059,0.5488766810368804,0.259,0.3062908704883227,False,ns
LK1106160,36.41004670766473,0.07926682928185354,0.9368203896555448,0.459,0.47170295202952034,False,ns
LK1106165,37.52412878115521,0.13040639813811597,0.8962449048360969,0.496,0.49689208633093523,False,ns
LK1106170,36.9460604954806,0.523205632424481,0.6008311622753594,0.316,0.35920816326530614,False,ns
LK1106175,36.35757701217136,0.4030259100061242,0.6869291638002213,0.333,0.3724518072289157,False,ns
LK1106180,36.12714287563011,0.30653971273812625,0.759193747758127,0.36,0.3924070450097847,False,ns
LK1106185,36.36867541222311,1.5019096332636015,0.13312044841150428,0.07,0.11947734138972808,False,ns
LK1106190,38.41376655104768,2.3365814179352897,0.019460959597863887,0.019,0.047457399103139015,True,hot_95
LK1106195,41.41273227700785,2.646029066316009,0.008144281809703028,0.029,0.064612,False,hot_90
LK1106200,34.66769657488407,2.2721554334387877,0.023077123969787984,0.005,0.01856666666666667,True,hot_95
LK1106205,37.24980333477277,1.2938875334072926,0.195704271256951,0.128,0.18049620253164558,False,ns
LK1106210,38.27549922746362,2.096924142508888,0.03600029098901557,0.037,0.07576838235294117,False,hot_90
LK1106215,41.67118486764389,3.9370551255675066,8.24876630358821e-05,0.001,0.006054347826086957,True,hot_99
LK1106220,35.62444476601529,0.6198136444457883,0.5353804845442814,0.216,0.2679554565701559,False,ns
LK1106225,40.09342798015041,1.9247777467459317,0.05425716913081467,0.085,0.1341218130311615,False,ns
LK1106230,41.17272270488328,2.715231425004206,0.006622947133999476,0.018,0.04578082191780822,True,hot_95
LK1109005,34.80149946199755,-0.8660043331829744,0.38648778552050145,0.259,0.3062908704883227,False,ns
LK1109010,34.70161380153061,-0.9631244185801588,0.33548508890834716,0.257,0.3058739316239316,False,ns
LK1109015,35.13439545210747,-0.6416988380356624,0.5210687438361776,0.328,0.3690828282828283,False,ns
LK1109020,36.26624029303612,-1.031755257418331,0.3021867842304605,0.132,0.18519899244332494,False,ns
LK1109025,34.955388160755774,-1.1870836849382005,0.2351946130508603,0.155,0.20803614457831324,False,ns
LK1109030,34.43805172183421,-1.2427654415116818,0.21395428075895684,0.2,0.254337899543379,False,ns
LK1109035,34.30621606708009,-1.4305219947016181,0.1525672577520051,0.125,0.17761479591836735,False,ns
LK1109040,34.878271108397804,-1.7804557333424216,0.0750014076509064,0.031,0.06692635658914728,False,cold_90
LK1109045,35.262777736493334,-1.5894547985524752,0.11195775130751923,0.053,0.09710855263157896,False,cold_90
LK1109050,34.14726543505157,-1.0264623567392381,0.3046736984582882,0.246,0.2959438444924406,False,ns
LK1109055,36.191963825757455,-1.1255899858996108,0.2603391087724092,0.121,0.17370360824742265,False,ns
LK1109060,36.04398499512344,-0.4616292094622928,0.6443472441931624,0.34,0.37650099403578535,False,ns
LK1109065,36.63893809434845,0.09775111282278345,0.9221299277022589,0.459,0.47170295202952034,False,ns
LK1109070,36.25913073147126,-0.28623954872827184,0.7746946548437174,0.395,0.4239210019267823,False,ns
LK1109075,34.78020524972864,-1.2398762850509775,0.21502115667167587,0.14,0.19495,False,ns
LK1109080,34.27621292707676,-2.323754872946051,0.020138635632814022,0.01,0.030604395604395606,True,cold_95
LK1109085,34.22487794992109,-1.8902724813304523,0.05872152721585796,0.044,0.08393150684931507,False,cold_90
LK1109090,34.321887815414954,-1.8125660237986576,0.06989878211123961,0.043,0.08374475524475523,False,cold_90
LK1109095,35.535946747641134,-1.2254199519024236,0.22041703331308782,0.125,0.17761479591836735,False,ns
LK1109100,33.51817690205076,-2.388681376394269,0.016908959673058346,0.008,0.026058479532163746,True,cold_95
LK1109105,33.74428900018051,-2.2239998451403724,0.02614845466271928,0.016,0.042236966824644555,True,cold_95
LK1109110,34.0784607367616,-2.029967979200316,0.04235979423507013,0.03,0.06578740157480316,False,cold_90
LK1109115,35.83155388024827,-1.637428500737676,0.10154096712811764,0.039,0.07957142857142857,False,cold_90
LK1109120,34.09039636579368,-1.9514659877451528,0.051001638398918775,0.03,0.06578740157480316,False,cold_90
LK1109125,35.48901389093089,-0.9915487756953633,0.3214176877145505,0.18,0.23262180974477956,False,ns
LK1109130,35.98705160153361,-0.5158182582677062,0.6059813491711754,0.317,0.3596109979633401,False,ns
LK1109135,36.67637819091463,-0.18043521609719962,0.8568109095515168,0.418,0.4434780952380952,False,ns
LK1109140,36.32423681956168,0.3452326464740983,0.7299194774392662,0.352,0.3859527559055118,False,ns
LK1109145,36.44075623573869,0.1490325372065776,0.8815279586779319,0.431,0.45295660377358493,False,ns
LK1109150,38.06829887308502,1.481024909309485,0.1385999358843552,0.104,0.15488770053475934,False,ns
LK1109155,37.85940815909882,1.5833546554221412,0.11334065201479725,0.09,0.13924999999999998,False,ns
LK1109160,37.87807483558526,1.1969675958473938,0.2313191851936396,0.177,0.23088758782201405,False,ns
LK1109165,35.91904404727187,0.6207827139309506,0.5347425982628652,0.214,0.266662192393736,False,ns
LK1109170,38.03349420621576,2.126170155050041,0.03348909417026499,0.029,0.064612,False,hot_90
LK1109175,41.12266195625176,2.263741202520606,0.02359003674019591,0.07,0.11947734138972808,False,ns
LK1109180,39.81976913449123,1.7174892410178706,0.0858898185821925,0.12,0.17271317829457367,False,ns
LK1109185,36.14049654327092,0.3263184643691289,0.7441834196152363,0.349,0.38417588932806324,False,ns
LK1109190,35.202946088333675,-0.5790769890729972,0.5625372258943766,0.334,0.3728216432865732,False,ns
LK1109195,35.60312335487943,-1.4501319167456295,0.14702173628428872,0.071,0.11947734138972808,False,ns
LK1109200,35.48115227212615,-1.698134703093499,0.08948234109541411,0.04,0.08072463768115942,False,cold_90
LK1109205,34.65781720704724,-1.8997550557225185,0.057465271549441296,0.027,0.06188888888888889,False,cold_90
LK1109210,34.16437940035671,-2.1662297407963953,0.0302936355417579,0.012,0.0348125,True,cold_95
LK1109215,33.881093901404846,-1.9299340271006225,0.05361501263668982,0.042,0.08266431095406361,False,cold_90
LK1109220,34.35140366455752,-2.0642446370265506,0.03899452725557178,0.018,0.04578082191780822,True,cold_95
LK1109225,35.628475434679906,-1.2876226898744505,0.19787733703338095,0.099,0.15066393442622952,False,ns
LK1109230,35.05679291098469,-0.5103591325473239,0.6097998824111588,0.382,0.4123527131782946,False,ns
LK1109235,35.89718489412888,0.017185567055757064,0.9862885763113596,0.463,0.47406433823529415,False,ns
LK1109240,38.77078438189206,0.571115555955567,0.5679213144601518,0.461,0.4728858195211786,False,ns
LK1109245,35.42354735033808,0.6674107309959022,0.5045098132906589,0.224,0.2748193832599119,False,ns
LK1109250,37.52059340846717,0.2337543324837856,0.8151757047774195,0.474,0.48266544789762333,False,ns
LK1109255,37.83228155919377,0.9005490332266995,0.3678281435969074,0.25,0.2994623655913978,False,ns
LK1109260,37.10711533327437,1.5389317044235478,0.12382097016274798,0.074,0.12267261904761903,False,ns
LK1109265,36.65600776711736,0.260258671646167,0.7946642496042191,0.416,0.4421984732824427,False,ns
LK1109270,37.056975287687216,0.22837725894345767,0.8193529670805735,0.431,0.45295660377358493,False,ns
LK1109275,36.13295004607148,-0.8806968480970773,0.37848192322078633,0.18,0.23262180974477956,False,ns
LK1109280,34.29508619571068,-1.687046365319569,0.09159443694396815,0.063,0.11104746835443038,False,ns
LK1109285,34.44564996993099,-1.9223008355415416,0.05456791493126703,0.026,0.06009128630705394,False,cold_90
LK1112005,34.6065753640394,-2.314406986627596,0.02064540801016274,0.006,0.021561290322580647,True,cold_95
LK1112010,34.81689586755892,-1.4288503988116028,0.1530472363570878,0.099,0.15066393442622952,False,ns
LK1112015,33.45287520044186,-1.9781423136570935,0.047912654242700976,0.041,0.08127046263345196,False,cold_90
LK1112020,34.71663299195127,-1.6124372612396807,0.1068668220305322,0.065,0.11421135646687697,False,ns
LK1112025,33.90712401751324,-2.132134988689277,0.03299575101222305,0.022,0.05281896551724138,False,cold_90
LK1112030,34.55242879849888,-2.3491899756763144,0.018814304717619933,0.006,0.021561290322580647,True,cold_95
LK1112035,34.63463718093163,-2.1035782099116744,0.03541525636908363,0.013,0.036756345177664976,True,cold_95
LK1112040,34.70088283327296,-1.9070155975915444,0.056518567718083855,0.031,0.06692635658914728,False,cold_90
LK1112045,34.01843915894798,-2.832521626971208,0.004618244198751852,0.002,0.008912000000000002,True,cold_99
LK1112050,33.719081373927985,-1.7708203042276032,0.07659058839254092,0.066,0.11560377358490566,False,ns
LK1112055,34.019791481085626,-1.8688842099862446,0.061638925580025226,0.044,0.08393150684931507,False,cold_90
LK1112060,34.83802632792535,-1.7466135805467042,0.08070438988781398,0.048,0.09032432432432433,False,cold_90
LK1112065,34.344923280871214,-1.7443096071874111,0.08110511731806841,0.057,0.10341693811074919,False,ns
LK1112070,34.71902302166509,-2.1144504887894855,0.03447680928320077,0.015,0.04036231884057971,True,cold_95
LK1112075,34.03775901206595,-1.920347944275204,0.054813964157746364,0.041,0.08127046263345196,False,cold_90
LK1112080,34.50678667120977,-2.0449905906207038,0.04085578576764211,0.021,0.0517566371681416,False,cold_90
LK1112085,34.76222999855642,-2.1041984385893047,0.035361140692912914,0.016,0.042236966824644555,True,cold_95
LK1112090,34.607841853901235,-1.7807974769814894,0.0749455417625888,0.043,0.08374475524475523,False,cold_90
LK1112095,34.76020180254723,-1.578173497736705,0.11452575693816877,0.069,0.1189876160990712,False,ns
LK1112100,34.793883763217465,-1.5007902365588832,0.1334098247533741,0.081,0.12964655172413794,False,ns
LK1112105,36.47400434752272,-1.3648920685653059,0.1722869754863201,0.069,0.1189876160990712,False,ns
LK1112110,35.83416190532007,-1.342731113010126,0.17935905633991278,0.081,0.12964655172413794,False,ns
LK1112115,33.7678675350373,-1.345676570406624,0.17840684562267928,0.152,0.20649756097560976,False,ns
LK1112120,34.50895457610507,-1.397102603478803,0.16238271903510682,0.105,0.15513262599469496,False,ns
LK1112125,34.95753455176426,-1.0257083009220929,0.3050291004397121,0.18,0.23262180974477956,False,ns
LK1112130,35.97093094870072,-0.5708957532945909,0.5680703098053891,0.302,0.3475495867768595,False,ns
LK1112135,36.76820560558675,-1.1206615287794244,0.26243196376762123,0.1,0.1513586956521739,False,ns
LK1112140,34.96850916953832,-0.9662887854074046,0.33389969613135206,0.216,0.2679554565701559,False,ns
LK1112145,35.40206156539375,-1.1278466949524797,0.2593846690836684,0.143,0.1966691358024691,False,ns
LK1112150,34.90713949919689,-1.7267390123357749,0.08421454589393755,0.044,0.08393150684931507,False,cold_90
LK1112155,35.02318463950243,-1.9014279653031196,0.057245979464956014,0.022,0.05281896551724138,False,cold_90
LK1112160,34.65033252015058,-1.959940664984953,0.050002725888344764,0.022,0.05281896551724138,False,cold_90
LK1112165,34.03292555157608,-2.773836093355044,0.0055399582483809445,0.001,0.006054347826086957,True,cold_99
LK1112170,33.80201901531953,-2.8193634924207887,0.004811899312188714,0.001,0.006054347826086957,True,cold_99
LK1112175,34.12967482615185,-1.968413291378386,0.0490205038251759,0.034,0.07092883895131087,False,cold_90
LK1112180,34.00721584721196,-2.252339396499398,0.024300832333391073,0.012,0.0348125,True,cold_95
LK1112185,33.91304479415935,-1.7730519926838006,0.07622009190384259,0.06,0.10780645161290323,False,ns
LK1112190,35.12913482251608,-1.6838646161031339,0.09220783599881234,0.053,0.09710855263157896,False,cold_90
LK1112195,36.72177235228674,-0.8571975976968622,0.391335689914157,0.156,0.20887499999999998,False,ns
LK1112200,34.550714605178186,-1.630757490677341,0.1029415003920935,0.069,0.1189876160990712,False,ns
LK1112205,35.08745688402688,-1.596173186018156,0.11045013244138904,0.061,0.10890064102564101,False,ns
LK1112210,34.75522759919907,-1.4162988247897528,0.15668803178498536,0.112,0.16245833333333334,False,ns
LK1112215,34.80478466522711,-1.3602440008959296,0.17375272272369258,0.105,0.15513262599469496,False,ns
LK1112220,35.51018581119881,-1.1313435159247915,0.25791053537813147,0.141,0.19536567164179103,False,ns
LK1112225,35.3059632403638,-1.3357692713147558,0.1816246996984887,0.094,0.1450360110803324,False,ns
LK1112230,35.719524892686934,-1.0418520293612186,0.29748028752771183,0.16,0.2121904761904762,False,ns
LK1112235,39.324970172935416,0.3682453757438002,0.7126902788328033,0.423,0.44707969639468687,False,ns
LK1112240,35.571802187087464,-0.9622748010056061,0.33591158351094985,0.192,0.2452844036697248,False,ns
LK1112245,34.04857179589102,-2.1047141795941684,0.035316195436824266,0.021,0.0517566371681416,False,cold_90
LK1112250,33.73040622743414,-2.5540918316068835,0.010646517324044584,0.002,0.008912000000000002,True,cold_99
LK1112255,33.50828437281095,-2.0791643386597434,0.0376022481708922,0.03,0.06578740157480316,False,cold_90
LK1112260,34.455038343982004,-2.264963857512232,0.023514897516386687,0.006,0.021561290322580647,True,cold_95
LK1112265,34.0379278793076,-2.221244613664524,0.026334397973148845,0.011,0.03224736842105263,True,cold_95
LK1112270,33.59845589409012,-2.587700277399587,0.009661901009650265,0.001,0.006054347826086957,True,cold_99
LK1112275,34.24400795813126,-2.825322474870459,0.004723305323259059,0.001,0.006054347826086957,True,cold_99
LK1112280,33.7202575285224,-2.3465262088915586,0.01894933345905308,0.007,0.02377439024390244,True,cold_95
LK1112285,33.656377509700256,-2.4323024821043817,0.015003171985770693,0.005,0.01856666666666667,True,cold_95
LK1112290,34.16767218128719,-2.430513699285378,0.015077436061260833,0.002,0.008912000000000002,True,cold_99
LK1112295,33.40196099727833,-2.935470378788267,0.003330424071201797,0.001,0.006054347826086957,True,cold_99
LK1112300,33.895971007232546,-2.5502465251136504,0.010764676997859983,0.001,0.006054347826086957,True,cold_99
LK1112305,34.213156522294874,-1.7633061441489566,0.07784886960499779,0.05,0.09252491694352159,False,cold_90
LK1112310,36.86079352190371,-0.05377719349375962,0.9571126801755776,0.444,0.463123595505618,False,ns
LK1112315,35.04520732642397,-1.616933100380186,0.1058927224891734,0.059,0.10635275080906148,False,ns
LK1112320,34.750388434332294,-1.7133309611358234,0.0866516695203816,0.05,0.09252491694352159,False,cold_90
LK1112325,34.523671577929434,-1.5525840584698691,0.12052253656799988,0.077,0.12614411764705882,False,ns
LK1112330,34.130149972810855,-1.8738727345991817,0.06094796828185685,0.037,0.07576838235294117,False,cold_90
LK1112335,34.448067159172815,-1.9486636168178315,0.051335609443231914,0.025,0.05875527426160338,False,cold_90
LK1112340,34.67014976567215,-2.542919522682859,0.010993054537209357,0.001,0.006054347826086957,True,cold_99
LK1112345,33.938247044705065,-2.325529693990133,0.02004365402898725,0.009,0.02800558659217877,True,cold_95
LK1112350,33.77260384487617,-2.4303304243056756,0.015085063259704002,0.005,0.01856666666666667,True,cold_95
LK1112355,34.161239492646395,-2.651458076895894,0.00801450618908788,0.001,0.006054347826086957,True,cold_99
LK1112360,34.06083529067936,-1.89344738983393,0.05829839833489216,0.044,0.08393150684931507,False,cold_90
LK1112365,34.64751033944155,-1.8114092238804667,0.07007752921538854,0.045,0.08525510204081632,False,cold_90
LK1112370,34.15039899903872,-1.6846019441498699,0.09206539601823155,0.079,0.12828862973760932,False,ns
LK1112375,34.26276125043803,-1.803642302843343,0.07128739989340901,0.055,0.10044262295081968,False,ns
LK1112380,34.15476005134834,-1.9577312537707978,0.05026155587050222,0.033,0.0693622641509434,False,cold_90
LK1112385,35.01200432829249,-1.9574156546370305,0.05029861944207982,0.019,0.047457399103139015,True,cold_95
LK1112390,33.91238656029759,-2.457491524499507,0.013991111208162798,0.006,0.021561290322580647,True,cold_95
LK1112395,33.27988728751446,-2.3180248722147048,0.020447969350085363,0.011,0.03224736842105263,True,cold_95
LK1112400,33.381030371416294,-2.1632423047896583,0.03052254802690069,0.026,0.06009128630705394,False,cold_90
LK1112405,33.982530325629575,-2.2487996043629597,0.024525248567921595,0.01,0.030604395604395606,True,cold_95
LK1115005,33.03779928444606,-2.4355899520362043,0.014867527511760268,0.009,0.02800558659217877,True,cold_95
LK1115010,33.65995756660421,-2.383003370545708,0.01717203710373969,0.004,0.015914285714285714,True,cold_95
LK1115015,32.649732150366084,-2.6120350518831366,0.009000502555371053,0.005,0.01856666666666667,True,cold_95
LK1115020,32.87112926269571,-2.7436231105980458,0.006076525843552683,0.001,0.006054347826086957,True,cold_99
LK1115025,33.06833581300987,-2.452785970943549,0.014175465397326385,0.007,0.02377439024390244,True,cold_95
LK1115030,33.75703110931267,-2.4387087523588384,0.014739842566863554,0.005,0.01856666666666667,True,cold_95
LK1115035,33.550448193639205,-1.0322181294243573,0.30196994397093657,0.27,0.31794926004228335,False,ns
LK1115040,37.20664338315157,-0.6890230080313855,0.4908087887937075,0.178,0.23164953271028038,False,ns
LK1115045,37.19084168212491,-0.7811133123841755,0.434735852884519,0.158,0.21104556354916068,False,ns
LK1115050,35.32393669152438,-0.6557532816370264,0.5119828803124942,0.305,0.34812499999999996,False,ns
LK1115055,35.755039972468595,-1.5974203005358185,0.11017205028291391,0.044,0.08393150684931507,False,cold_90
LK1115060,34.495138219944685,-0.9023953181635338,0.3668469072688897,0.29,0.337223382045929,False,ns
LK1115065,33.38144536875516,-3.176103095974912,0.0014926789313106236,0.001,0.006054347826086957,True,cold_99
LK1115070,34.44616991740303,-1.922607889410364,0.05452931245328961,0.031,0.06692635658914728,False,cold_90
LK1115075,34.0866379160279,-2.5813648491748724,0.009841051565778264,0.004,0.015914285714285714,True,cold_95
LK1115080,34.03469239356135,-2.283732916327846,0.022387232309674755,0.011,0.03224736842105263,True,cold_95
LK1115085,33.2911993008192,-2.4441870885852675,0.01451789579160795,0.009,0.02800558659217877,True,cold_95
LK1115090,33.01372545090101,-2.25081916715758,0.024396993047142095,0.023,0.054514893617021276,False,cold_90
LK1115095,34.38917845245129,-2.625243860611299,0.008658692858547083,0.002,0.008912000000000002,True,cold_99
LK1115100,35.377796574214415,-2.7090131979991856,0.006748365524006516,0.001,0.006054347826086957,True,cold_99
LK1115105,34.317507385887744,-1.7207176288230022,0.08530207583547436,0.058,0.10488961038961041,False,ns
LK1115110,36.39653923706827,-2.1826512341547195,0.02906150370816584,0.002,0.008912000000000002,True,cold_99
LK1115115,34.4366047257437,-1.6426265999951848,0.10046021371997223,0.073,0.12210510510510508,False,ns
LK1115120,34.383385649319514,-2.9193256709515545,0.003507895360221435,0.001,0.006054347826086957,True,cold_99
LK1115125,32.96868592513545,-2.27127001225148,0.02313063741235921,0.018,0.04578082191780822,True,cold_95
LK1115130,33.96629695751945,-1.58005223783171,0.11409490400421485,0.081,0.12964655172413794,False,ns
LK1115135,36.14055800979364,-1.2323962145195584,0.21780111429899895,0.104,0.15488770053475934,False,ns
LK1115140,34.796508561290025,-0.6640662648100623,0.5066479005155804,0.337,0.37541800000000003,False,ns
LK1115145,34.74302331785324,-0.795146463311748,0.4265283096951541,0.346,0.3816277227722772,False,ns
LK1115150,34.12571271089605,-1.5291488828969562,0.12622753938614323,0.11,0.16039267015706807,False,ns
LK1115155,36.82223702574314,-1.9144974639280545,0.055556622867899835,0.008,0.026058479532163746,True,cold_95
LK1115160,34.42417499971821,-1.6365010254781598,0.10173477125804398,0.082,0.1297556818181818,False,ns
LK1115165,33.354226219958,-2.84080368487322,0.004500000465487293,0.002,0.008912000000000002,True,cold_99
LK1115170,32.592485830557294,-3.519255120535363,0.0004327603392372674,0.001,0.006054347826086957,True,cold_99
LK1115175,33.44570058052545,-3.0533465195285046,0.0022630445132309383,0.001,0.006054347826086957,True,cold_99
LK1115180,33.10886841638925,-3.219944554201625,0.0012821539252595147,0.001,0.006054347826086957,True,cold_99
LK1115185,33.74600809743735,-2.3218061429227985,0.02024337634287205,0.011,0.03224736842105263,True,cold_95
LK1115190,33.41472024631858,-1.9433643122428979,0.05197215603291266,0.049,0.0918956228956229,False,cold_90
LK1115195,35.84104535790837,-1.0231938043109654,0.3062162217502614,0.17,0.22332547169811323,False,ns
LK1115200,34.49761671652763,-1.1511398300489164,0.2496747142351936,0.173,0.2261995305164319,False,ns
LK1115205,34.86051484202611,-2.0211647967895527,0.04326270853521956,0.015,0.04036231884057971,True,cold_95
LK1115210,34.22030206889438,-2.5019859353717684,0.01234988309395008,0.002,0.008912000000000002,True,cold_99
LK1115215,33.745227728038955,-2.5018987566935453,0.012352924471891156,0.003,0.01265909090909091,True,cold_95
LK1115220,34.57340897828248,-2.3651553541291586,0.018022509052306578,0.004,0.015914285714285714,True,cold_95
LK1115225,33.252054849891955,-2.8016697425672286,0.005083888836089116,0.001,0.006054347826086957,True,cold_99
LK1115230,33.93995960392277,-2.579203091135563,0.009902854703936755,0.002,0.008912000000000002,True,cold_99
LK1115235,32.49151491221453,-3.825191842529136,0.0001306702916450727,0.001,0.006054347826086957,True,cold_99
LK1115240,32.86322867293901,-4.225361828318162,2.385571620137841e-05,0.001,0.006054347826086957,True,cold_99
LK1115245,33.35322150226707,-3.1533457230008453,0.0016141052131642512,0.001,0.006054347826086957,True,cold_99
LK1115250,33.28413352751672,-3.487891740878443,0.00048684515865346696,0.001,0.006054347826086957,True,cold_99
