zone_id,beta_intercept,t_intercept,sig_intercept,beta_NDVI,t_NDVI,sig_NDVI,beta_NDBI,t_NDBI,sig_NDBI,beta_built_fraction,t_built_fraction,sig_built_fraction,beta_pop_density,t_pop_density,sig_pop_density,beta_elevation_m,t_elevation_m,sig_elevation_m,beta_dist_coast_km,t_dist_coast_km,sig_dist_coast_km,local_r2
LK1121040,-0.061680931300116974,-1.8266028747881509,False,0.36144497838969736,5.064448704989131,True,1.1329235433563296,5.331384036767675,True,0.2717238801951696,6.7301614891842885,True,-0.04331452887466015,-1.7074615961301096,False,0.11835931898546846,0.6623112306905269,False,-0.07619253538274531,-2.8041712362523556,False,
LK1121045,-0.06170287446607422,-1.827903835845548,False,0.33407787582067916,4.740244590714545,True,0.9217361161767541,5.286758833765795,True,0.2793544810561248,7.003312216010375,True,-0.03810682038714056,-1.4794663757525697,False,0.10580088807280252,0.5783262947594371,False,-0.07148001059518698,-2.6883819391315513,False,
LK1121050,-0.061737038017004794,-1.828957478785026,False,0.3275169998107815,4.683833124414908,True,0.8903250113411176,4.8726419325976895,True,0.2831472826420889,7.136017053994093,True,-0.03410677819545621,-1.31781698881977,False,0.10653516841362644,0.5851070267311014,False,-0.07482201994491078,-2.8398117344167013,False,
LK1121055,-0.06161731844086663,-1.8237729206652906,False,0.4320926509659163,5.6518949365808515,True,1.2430490073653742,6.373474729806031,True,0.2527202752646071,6.057597171583498,True,-0.05991389647453503,-2.45400096919125,False,0.07412374606550994,0.3319382616204312,False,-0.09507483201451897,-3.388762042576533,True,
LK1121060,-0.061609894711878645,-1.8232551788514502,False,0.4544274292385407,5.802545056498962,True,1.2317689391499644,6.345492453173903,True,0.2480832854902356,5.894768853941979,True,-0.0629368951162621,-2.590792707477379,False,0.03999329284467416,0.22753867748178788,False,-0.10675048503823688,-3.6863615027904446,True,
LK1121065,-0.06159969057491318,-1.8225921746836562,False,0.484294478089686,5.9754925170249855,True,1.1984640144464507,6.1038603741478425,True,0.24224193882847833,5.690304719623258,True,-0.0675146659382417,-2.824913643947628,False,0.004859929474792135,0.028132452138290156,False,-0.1271061914718657,-4.0039793478639485,True,
LK1121070,-0.0615864850752449,-1.8218044870738477,False,0.5197610285075016,6.1627372423431535,True,1.2285913952379244,7.142134248167083,True,0.23529567511779229,5.4498817279860114,True,-0.07170326324410202,-3.022437528463405,True,-0.06588626731866151,-0.3895262051878005,False,-0.13222664180222074,-3.520358102587597,True,
LK1121075,-0.06158053587942086,-1.8213156549896101,False,0.5410593832409678,6.283224560543781,True,1.331809648106653,8.086915632573376,True,0.23133569849257404,5.318224336958699,True,-0.07343722402626679,-3.0995461838705025,True,-0.16299220098710673,-0.9849666440463103,False,-0.1182874046268075,-2.761158167961081,False,
LK1121080,-0.06155547644246967,-1.8204779775593718,False,0.5587931522008299,6.352946253912137,True,1.2583226122860824,9.626499815142616,True,0.2278447571099473,5.2083982889118445,True,-0.07549804300917787,-3.1696087089523823,True,-0.33373710040580434,-2.5421810223827648,False,-0.16387420422887017,-3.1284699101350935,True,
LK1121085,-0.061541996562720726,-1.8199210472436427,False,0.5718673211322675,6.408204889558779,True,1.3372699357701554,11.131019257023688,True,0.22639876731908892,5.170435396953005,True,-0.07652910529656914,-3.201598455996404,True,-0.5911223301586062,-4.846454597752003,True,-0.1935635960575517,-3.632089048020844,True,
