term,estimate,std_error,t_statistic,p_value
intercept,-9.810025651623197e-16,0.03263026766804786,-3.0064189946040037e-14,0.9999999999999769
NDVI,0.19454460645507518,0.4220525448212009,0.46094878195200173,0.6610709969816747
NDBI,0.7885640327407102,0.4469280944568791,1.7644091801814288,0.12811129283071498
built_fraction,0.3278368570510092,0.172885680474163,1.8962637978568904,0.10672123925775048
pop_density,-0.1299918384305966,0.13773362788225216,-0.9437915811070193,0.3817110508195758
elevation_m,-0.0968471848321276,0.06364674879692589,-1.521636009109161,0.17892197151185363
dist_coast_km,-0.1284106788159167,0.07152170940480973,-1.7954084135366215,0.12273032513842369
