scheme,year,zone_id,cell_size_m,landscape_area_ha,class_area_ha,class_fraction,n_patches,patch_density_per_100ha,total_edge_m,edge_density_m_per_ha,mean_patch_area_ha,largest_patch_index_pct,aggregation_index_pct,observed_fraction,below_coverage_floor
dynamic_world,2018,LK1109190,10.0,200.61,20.59,0.1026369572802951,20.0,9.969592742136482,7670.0,38.23338816609341,1.0295,3.1454065101440603,90.31537124410231,1.0,False
dynamic_world,2018,LK1109195,10.0,170.93,18.12,0.1060083074942959,13.0,7.605452524425203,6480.0,37.91025566021178,1.393846153846154,4.656877084186509,91.40757490107406,1.0,False
dynamic_world,2018,LK1109200,10.0,193.05,55.43,0.2871276871276871,25.0,12.95001295001295,16590.0,85.93628593628593,2.2172,12.312872312872312,92.0087775441163,1.0,False
dynamic_world,2018,LK1109205,10.0,205.12,33.99,0.16570787831513262,34.0,16.57566302652106,15200.0,74.10296411856474,0.9997058823529412,2.676482059282371,88.2801975752133,1.0,False
dynamic_world,2018,LK1109210,10.0,173.16,55.68,0.32155232155232155,12.0,6.93000693000693,15100.0,87.20258720258721,4.64,25.796950796950796,93.9741489168032,1.0,False
dynamic_world,2018,LK1109215,10.0,120.17,41.9,0.3486727136556545,10.0,8.321544478655237,11710.0,97.44528584505284,4.19,18.706831988016976,93.4060606060606,1.0,False
dynamic_world,2018,LK1109220,10.0,194.79,35.81,0.1838390061091432,21.0,10.780840905590637,13250.0,68.02197238051235,1.7052380952380952,6.745726166640998,90.98267537631355,1.0,False
dynamic_world,2018,LK1109225,10.0,126.56,10.8,0.08533501896333755,8.0,6.321112515802781,3750.0,29.630214917825537,1.35,2.5126422250316054,90.01910219675263,1.0,False
dynamic_world,2018,LK1109230,10.0,90.55,21.14,0.23346217559359472,8.0,8.83489784649365,6280.0,69.35394809497515,2.6425,8.216454997239095,91.77949709864603,1.0,False
dynamic_world,2018,LK1109235,10.0,215.51,22.7,0.1053315391397151,14.0,6.496218272933971,6500.0,30.16101341005058,1.6214285714285714,6.524059208389402,93.24932493249325,1.0,False
dynamic_world,2018,LK1109240,10.0,11.46,0.08,0.006980802792321116,1.0,8.726003490401396,140.0,12.216404886561953,0.08,0.6980802792321117,90.0,1.0,False
dynamic_world,2018,LK1109245,10.0,45.79,6.61,0.14435466259008517,3.0,6.551648831622625,1710.0,37.344398340248965,2.2033333333333336,13.976850840794933,91.33858267716535,1.0,False
dynamic_world,2018,LK1109250,10.0,58.08,4.08,0.07024793388429752,3.0,5.1652892561983474,1470.0,25.3099173553719,1.36,6.9559228650137745,87.35483870967742,1.0,False
dynamic_world,2018,LK1109255,10.0,61.77,6.0200000000000005,0.09745831309697264,2.0,3.237817710862878,2080.0,33.67330419297394,3.0100000000000002,7.9326533916140525,95.06065857885615,1.0,False
dynamic_world,2018,LK1109260,10.0,79.32000000000001,10.75,0.13552697932425617,8.0,10.085728693898133,5450.0,68.70902672718103,1.34375,8.535047907211295,89.97120921305182,1.0,False
dynamic_world,2018,LK1109265,10.0,187.23,29.16,0.1557442717513219,12.0,6.409229290177857,7040.0,37.60081183571009,2.43,13.411312289697165,95.3529000698812,1.0,False
dynamic_world,2018,LK1109270,10.0,59.800000000000004,4.54,0.07591973244147157,4.0,6.68896321070234,1530.0,25.585284280936452,1.135,4.866220735785953,92.83236994219654,1.0,False
dynamic_world,2018,LK1109275,10.0,113.32000000000001,21.32,0.1881397811507236,6.0,5.294740557712672,5520.0,48.71161313095658,3.5533333333333332,5.162372043769855,94.70151042915369,1.0,False
dynamic_world,2018,LK1109280,10.0,174.04,29.990000000000002,0.17231670880257413,16.0,9.193288899103655,9790.0,56.25143645139049,1.8743750000000001,7.038611813376236,92.42527173913044,1.0,False
dynamic_world,2018,LK1109285,10.0,133.31,8.31,0.06233590878403721,17.0,12.752231640537094,4840.0,36.30635361188208,0.4888235294117647,1.8978321206211088,85.66084788029926,1.0,False
dynamic_world,2018,LK1112005,10.0,414.29,138.5,0.3343068864804847,38.0,9.172318907045788,34440.0,83.13017451543604,3.6447368421052633,15.515701561707981,93.59525196621031,1.0,False
dynamic_world,2018,LK1112010,10.0,113.98,56.75,0.49789436743288296,8.0,7.01877522372346,8510.0,74.6622214423583,7.09375,26.592384628882257,95.43709259755336,0.9816553268452329,False
dynamic_world,2018,LK1112015,10.0,151.3,95.53,0.6313945803040317,6.0,3.965631196298744,14300.0,94.5142101784534,15.921666666666669,59.65631196298744,95.62665256478054,1.0,False
dynamic_world,2018,LK1112020,10.0,280.49,187.72,0.6692573710292702,9.0,3.2086705408392455,23380.0,83.35413027202395,20.85777777777778,65.5567043388356,96.62454050283077,0.9994655074116305,False
dynamic_world,2018,LK1112025,10.0,213.84,123.18,0.5760381593714927,15.0,7.014590347923681,23060.0,107.83763561541339,8.212,50.528432472876915,95.17080363725731,1.0,False
dynamic_world,2018,LK1112030,10.0,120.9,48.44,0.4006617038875103,8.0,6.617038875103391,10470.0,86.60049627791562,6.055,19.520264681555002,94.66904063678257,1.0,False
dynamic_world,2018,LK1112035,10.0,232.21,79.63,0.3429223547650833,25.0,10.766116876964816,23820.0,102.57956160372076,3.1852,17.837302441755305,92.19533879469105,1.0,False
dynamic_world,2018,LK1112040,10.0,228.27,68.21000000000001,0.29881280939238625,40.0,17.523108599465544,20280.0,88.84216059929031,1.7052500000000002,13.615455381784727,92.41614722469575,1.0,False
dynamic_world,2018,LK1112045,10.0,123.83,42.800000000000004,0.34563514495679565,20.0,16.151174997981105,12460.0,100.62182023742227,2.14,26.568682871678917,92.33598291612292,1.0,False
dynamic_world,2018,LK1112050,10.0,66.77,12.3,0.18421446757525836,18.0,26.95821476711098,5770.0,86.41605511457242,0.6833333333333333,7.218810843193051,87.48430305567183,1.0,False
