zone_id,value,spatial_lag,local_i,z_score,p_norm,p_sim,p_adjusted,significant,quadrant,cluster
LK1103005,39.23182612246749,38.49052293844393,0.9044838405908584,0.8260937475775979,0.4087509141810065,0.242,0.2936688453159041,False,1,ns
LK1103010,38.49052293844393,39.85365022426555,1.10305010021039,2.3033283494361565,0.02126037574118244,0.016,0.042236966824644555,True,1,HH
LK1103015,39.8966544091593,39.65478680670624,1.7385595401427762,2.506092489540809,0.012207368313628161,0.013,0.036756345177664976,True,1,HH
LK1103020,40.43247014116988,39.56065897230897,1.946951981358351,2.113587561662466,0.03455050913449958,0.022,0.05281896551724138,False,1,ns
LK1103025,40.2947995693237,40.09494655105705,2.1983135024170952,3.455032281410068,0.00055022693898923,0.001,0.006054347826086957,True,1,HH
LK1103030,39.401354577887446,40.50241950518273,1.8809066512192818,3.1556793321165193,0.001601247969524034,0.002,0.008912000000000002,True,1,HH
LK1103035,40.38006055096527,40.94927227741847,2.7657479557582785,3.9190114446129027,8.891289319747939e-05,0.001,0.006054347826086957,True,1,HH
LK1103040,41.43816349128265,41.15242602640373,3.657224800357905,5.221990904739759,1.7700966528740585e-07,0.001,0.006054347826086957,True,1,HH
LK1103045,41.04378519820342,41.5251314035406,3.635311127230424,4.415895665472942,1.0059259786856118e-05,0.001,0.006054347826086957,True,1,HH
LK1103050,41.248239019764895,40.99330871377297,3.401557375888523,3.534732184105356,0.00040818864483988735,0.001,0.006054347826086957,True,1,HH
LK1103055,41.39408801676248,41.08673629055344,3.5751315459998985,3.607345697074669,0.00030934539026503317,0.001,0.006054347826086957,True,1,HH
LK1103060,41.155301089160695,40.98642440749498,3.331360193379075,3.5284232883081463,0.0004180430932356056,0.001,0.006054347826086957,True,1,HH
LK1103065,40.97478464011833,41.368520364753735,3.4718803523903645,4.650912744106267,3.304691384169041e-06,0.001,0.006054347826086957,True,1,HH
