zone_id,observed_lst_c,greened_lst_c,delta_c,rank,priority
LK1115175,32.962254583048896,32.9622545830489,-9.537486386041613e-17,529,False
LK1115180,33.43780870505955,33.43780870505955,1.4700884188140004e-16,515,False
LK1115185,34.34133279294841,34.341332792948414,1.6985085316974506e-16,474,False
LK1115190,34.19135798523511,34.19135798523511,7.47939721852737e-16,473,False
LK1115195,35.23903843829538,35.23903843829538,-3.1815346377317917e-16,411,False
LK1115200,35.11192748028785,35.111927480287854,3.062684205862501e-16,433,False
LK1115205,36.37740493569092,36.37740493569092,-2.1210230918211945e-16,425,False
LK1115210,34.046824695029315,34.046824695029315,-2.691449756667046e-16,488,False
LK1115215,33.41428077915494,33.41428077915494,-1.6296851737616978e-16,500,False
LK1115220,33.524358989437545,33.524358989437545,2.2066544588822987e-16,476,False
LK1115225,33.005214833205955,33.005214833205955,-4.319408728024925e-17,516,False
LK1115230,32.237055694603804,32.237055694603804,0.0,534,False
LK1115235,32.0066729454366,32.0066729454366,-1.8735013540549517e-16,553,False
LK1115240,32.17267845496525,32.17267845496525,0.0,551,False
LK1115245,33.051892251873184,33.051892251873184,-2.166288828536891e-17,520,False
LK1115250,33.185584162240225,33.185584162240225,-3.200642953874325e-17,533,False
LK1115255,33.4507661527857,33.4507661527857,-1.5967252488991015e-16,509,False
LK1115260,33.30437737142806,33.30437737142806,5.824120784918854e-16,514,False
LK1115265,33.41584577582432,33.41584577582432,-2.4223047810003414e-16,511,False
LK1115270,34.11956397007257,34.11956397007257,4.844609562000683e-16,479,False
LK1115275,35.246315236419875,35.246315236419875,-1.0297720808117394e-16,441,False
LK1115280,34.87364613080171,34.87364613080171,-2.2556912246352386e-16,454,False
LK1115285,35.367806703670084,35.367806703670084,-1.291895883200182e-16,450,False
LK1115290,33.101048192828614,33.101048192828614,-1.5225915766287861e-16,501,False
LK1115295,32.979304476268524,32.979304476268524,-4.297637514678025e-17,530,False
LK1115300,32.74290971904615,32.74290971904615,-1.1744508029092565e-16,544,False
LK1115305,31.68949167859898,31.68949167859898,-2.7540416114732565e-17,557,False
LK1115310,31.371329213507256,31.371329213507256,-3.089316242435218e-17,548,False
LK1115315,31.761609042102812,31.761609042102812,1.2422075800001752e-16,549,False
LK1115320,32.20259678783927,32.202596787839276,-1.6148698540002277e-16,554,False
LK1115325,33.452030683706965,33.452030683706965,-1.4802973661668753e-16,487,False
LK1115330,34.032696784419,34.032696784419,2.550666230933693e-16,485,False
LK1115335,34.432715640555365,34.43271564055537,-2.880578658486893e-16,451,False
LK1115340,33.237010403105565,33.237010403105565,-1.38642485026361e-16,492,False
LK1118005,33.05635927433332,33.05635927433332,0.0,519,False
LK1118010,33.30244070710786,33.30244070710786,-2.408619443254577e-16,522,False
LK1118015,33.155139170566216,33.155139170566216,-7.640244470538712e-17,543,False
LK1118020,32.80812303956962,32.80812303956962,3.153296164615829e-17,552,False
LK1118025,31.98693634756225,31.98693634756225,2.885452734051168e-16,555,False
LK1118030,32.558190456079885,32.558190456079885,7.619761241395176e-17,547,False
LK1118035,33.28627935789721,33.28627935789721,-1.9505094707140005e-16,526,False
LK1118040,33.42428757026701,33.42428757026701,4.800964430811488e-17,527,False
LK1118045,32.79204492515785,32.79204492515785,6.1928036602944515e-16,541,False
LK1118050,32.98045837520996,32.98045837520996,-4.350261647510817e-17,535,False
LK1118055,33.06116749893271,33.06116749893271,-1.9419978308555794e-16,542,False
LK1118060,33.71909012752846,33.71909012752846,0.0,478,False
LK1118065,33.7528992636517,33.7528992636517,-2.0655312086049424e-16,461,False
LK1118070,35.20011825672534,35.20011825672534,1.4802973661668753e-16,398,False
LK1118075,35.41785446395367,35.41785446395367,-2.5376526277146434e-16,395,False
LK1118080,35.76470649881257,35.76470649881257,1.407015318336832e-16,408,False
LK1118085,34.43622264311708,34.43622264311708,1.3037481390093582e-16,460,False
LK1118090,35.516826681470334,35.51682668147033,2.691449756667046e-16,438,False
LK1118095,34.571179743486965,34.571179743486965,7.983626244495507e-17,470,False
LK1118100,33.84916182768216,33.84916182768216,-8.77213254024815e-17,508,False
LK1118105,33.673036515326125,33.673036515326125,1.5117930548087238e-16,499,False
LK1118110,33.50139865739053,33.50139865739053,5.529515453385994e-17,528,False
LK1118115,33.30348019758729,33.30348019758729,4.613913868572079e-16,523,False
LK1118120,33.234088679796756,33.234088679796756,-5.4239903493137417e-17,512,False
LK1118125,33.981494025731564,33.981494025731564,1.3343525554180285e-16,497,False
LK1118130,33.89166484716843,33.89166484716843,1.71905500587121e-16,469,False
LK1118135,34.89651379782079,34.89651379782079,2.0301221021717148e-16,463,False
LK1118140,33.583865264615376,33.583865264615376,1.7246182906798548e-16,496,False
LK1118145,33.64008977106806,33.64008977106806,-3.104312923223739e-16,490,False
LK1118150,33.67287619537345,33.67287619537345,-4.768743193020807e-16,486,False
LK1118155,33.846119731640826,33.846119731640826,-4.6139138685720794e-17,493,False
LK1118160,34.16459174241282,34.16459174241282,0.0,480,False
LK1118165,33.75524490990731,33.75524490990731,-2.5286218354451963e-17,495,False
LK1118170,34.02809826238175,34.02809826238175,-3.4492365813597096e-16,464,False
LK1118175,33.57673109623559,33.57673109623559,-3.304849933767908e-16,475,False
LK1118180,33.928851320331766,33.928851320331766,-1.3158198810372225e-16,482,False
LK1118185,33.364373992346515,33.364373992346515,-2.9812981920004205e-16,504,False
LK1118190,32.71937409521724,32.71937409521723,1.7358535889904728e-16,545,False
LK1118195,32.97043582004575,32.97043582004575,9.188052617587502e-17,524,False
LK1118200,33.57968332633026,33.57968332633026,9.051499818600003e-17,481,False
LK1118205,33.394536474572206,33.3945364745722,3.304849933767908e-17,483,False
LK1118210,32.92982670718878,32.92982670718878,-3.5049193243771756e-16,532,False
LK1118215,33.445383148658536,33.445383148658536,-2.460754063238442e-16,513,False
LK1118220,32.8899004655897,32.889900465589704,1.575094734443572e-16,537,False
LK1118225,30.507002640856946,30.507002640856946,4.147136590039495e-17,546,False
LK1118230,30.867712138741744,30.867712138741744,9.708832927896106e-17,556,False
LK1121005,40.481040273905656,40.48104027390565,-4.633974363652827e-16,83,False
LK1121010,39.21737221478371,39.2173722147837,-2.2920733411616134e-16,157,False
LK1121015,38.00208758556296,38.00208758556296,0.0,227,False
LK1121020,38.38477924410515,38.38477924410514,-1.340646671245472e-16,259,False
LK1121025,38.804684440463404,38.804684440463404,6.45947941600091e-17,241,False
LK1121030,37.51852483795756,37.51852483795756,-1.3664283380001927e-16,313,False
LK1121035,37.07234923344292,37.07234923344292,-2.81005601713034e-16,335,False
LK1121040,36.81062489242209,36.81062489242209,7.518970748784129e-17,320,False
LK1121045,37.01669879871571,37.01669879871571,5.761157316973786e-16,322,False
LK1121050,38.143011294453665,38.143011294453665,-4.844609562000683e-16,274,False
LK1121055,37.27319525223782,37.27319525223782,7.894919286223336e-17,347,False
LK1121060,37.71681895831395,37.71681895831395,1.2250736823450003e-16,303,False
LK1121065,37.57927578501639,37.57927578501639,3.8827471899459027e-17,282,False
LK1121070,37.998292960419676,37.998292960419676,0.0,278,False
LK1121075,37.60487603507018,37.60487603507018,-6.579099405186112e-16,258,False
LK1121080,39.22257737318298,39.22257737318298,3.582568415597144e-16,207,False
LK1121085,40.449700168164256,40.449700168164256,-2.0301221021717148e-16,128,False
LK1121090,40.029123022222876,40.029123022222876,7.894919286223335e-16,136,False
LK1121095,39.24307932424157,39.24307932424157,9.473903143468003e-17,176,False
LK1121100,38.874252446081435,38.874252446081435,0.0,171,False
LK1121105,39.70438568772788,39.70438568772788,4.633974363652827e-16,183,False
LK1121110,39.549627006819144,39.549627006819144,-7.47939721852737e-16,158,False
LK1121115,38.34259160004929,38.34259160004929,-7.177199351112124e-17,226,False
LK1121120,37.7270024207535,37.72700242075349,-6.004586499381128e-16,257,False
LK1121125,37.87599809124482,37.87599809124482,3.089316242435218e-16,283,False
LK1121130,37.870997981884855,37.870997981884855,-4.110577810182398e-16,265,False
LK1121135,37.716351953184606,37.716351953184606,-1.2688263138573217e-16,253,False
LK1121140,36.87717700947518,36.87717700947518,3.289549702593056e-16,323,False
LK1121145,37.44222595681745,37.44222595681745,3.2297397080004555e-16,246,False
LK1121150,36.7355834017869,36.7355834017869,-8.994211845064559e-17,310,False
LK1121155,38.4760381445642,38.4760381445642,5.465713352000771e-17,218,False
LK1121160,38.77831620957785,38.77831620957785,8.881784197001252e-16,220,False
LK1121165,38.616788163448874,38.616788163448874,2.7540416114732565e-16,199,False
LK1121170,37.40461862124355,37.40461862124356,3.5175382958420803e-16,251,False
LK1121175,38.981139947179756,38.981139947179756,-1.6718652606120004e-16,178,False
LK1121180,39.59585471773939,39.59585471773939,-5.551115123125783e-16,139,False
LK1121185,39.19876943096181,39.19876943096181,-1.1189649382048822e-16,137,False
LK1121190,39.89955435560137,39.89955435560137,2.9200386401100006e-16,91,False
LK1121195,39.89659391887124,39.89659391887123,5.761157316973786e-16,131,False
