zone_id,observed_lst_c,greened_lst_c,delta_c,rank,priority
LK1121200,39.744040589567014,39.744040589567014,0.0,150,False
LK1121205,39.95988065070506,39.95988065070506,-2.9200386401100006e-16,109,False
LK1124005,40.5125213952384,40.5125213952384,-1.0150610510858574e-15,78,False
LK1124010,39.068701192463564,39.06870119246356,6.295948291545192e-16,180,False
LK1124015,38.49251384288179,38.49251384288179,1.1744508029092565e-16,228,False
LK1124020,40.09434471089156,40.09434471089156,-2.1210230918211945e-16,144,False
LK1124025,39.88717374607596,39.88717374607596,4.179663151530001e-16,152,False
LK1124030,38.20103761671733,38.20103761671733,2.612289469706251e-16,193,False
LK1124035,39.34661394027149,39.34661394027149,-4.876273676785002e-16,161,False
LK1124040,38.84319859744444,38.84319859744444,-2.2920733411616134e-16,188,False
LK1124045,39.0685350043052,39.0685350043052,-7.47939721852737e-16,191,False
LK1124050,37.98079184182926,37.98079184182926,-1.5789838572446671e-16,184,False
LK1124055,40.1092397685949,40.1092397685949,-1.2688263138573217e-16,72,False
LK1124060,39.07039986137954,39.07039986137954,-1.544658121217609e-16,148,False
LK1124065,38.869174200470596,38.869174200470596,6.640586315514955e-17,175,False
LK1124070,40.1195292436331,40.11952924363311,-1.5616323862859346e-16,87,False
LK1124075,40.232774032375026,40.232774032375026,-8.994211845064559e-17,114,False
LK1124080,40.84559131276047,39.65431805305207,-1.1912732597084106,15,True
LK1124085,40.65266396703684,39.60556541179424,-1.0470985552426118,18,True
LK1124090,40.89980081704009,39.824034763818425,-1.0757660532216733,37,True
LK1124095,40.083506744061545,40.08350674406153,-3.7007434154171886e-16,69,False
LK1124100,40.51854602243929,40.51854602243929,4.021940013736416e-16,62,False
LK1127005,40.465056264572034,40.465056264572034,-2.880578658486893e-16,121,False
LK1127010,40.207547299167544,40.207547299167544,0.0,142,False
LK1127015,39.8115372349049,39.811537234904904,7.786769706960002e-17,108,False
LK1127020,41.228910618924345,40.6035426853817,-0.625367933542649,38,True
LK1127025,40.98844221970168,40.19723054207325,-0.7912116776284422,55,True
LK1127030,41.21241133907167,40.33537496346991,-0.8770363756017643,26,True
LK1127035,40.49663180852091,40.49663180852091,2.0898315757650005e-16,98,False
LK1127040,40.441948824720114,40.441948824720114,3.383536836952858e-16,71,False
LK1127045,40.824445763254914,40.82444576325492,1.2406301735493812e-15,76,False
LK1127050,38.71231459249747,38.71231459249747,-6.898473162719419e-17,172,False
LK1127055,39.49749959413956,39.49749959413956,8.074349270001139e-17,153,False
LK1127060,40.02047423570327,40.02047423570326,-4.2021344587962916e-16,146,False
LK1127065,40.593765185336785,40.59376518533679,-7.47939721852737e-17,115,False
LK1127070,40.6244456602326,40.6244456602326,3.089316242435218e-16,107,False
LK1127075,40.8535651485099,40.85356514850991,1.9737298215558337e-16,111,False
LK1127080,40.86602341938555,40.86602341938555,1.0526559048297781e-16,74,False
LK1127085,41.00708614076516,41.00708614076516,3.739698609263685e-16,73,False
LK1127090,40.82687743524619,40.82687743524619,1.2043097216272884e-16,103,False
LK1127095,41.30185767405877,41.30185767405877,-1.1278456123176193e-16,77,False
LK1127100,41.176636354084195,40.36645550554849,-0.8101808485357164,47,True
LK1130005,41.496930926991475,40.669860421009155,-0.8270705059823158,52,True
LK1130010,41.42611925387141,40.594216071179176,-0.8319031826922451,34,True
LK1130015,40.57965366220277,39.53037515586928,-1.0492785063335082,14,True
LK1130020,40.45329658329267,39.459231009111335,-0.9940655741813462,50,True
LK1130025,41.028665793675394,40.15945876156127,-0.8692070321141364,41,True
LK1130030,41.66596816827517,40.908654737511796,-0.7573134307633853,32,True
LK1130035,41.441432542952754,40.72288586400202,-0.7185466789507433,33,True
LK1130040,41.1811598081174,41.1811598081174,8.458842092382145e-16,95,False
LK1130045,41.54266717681097,40.814587657778,-0.7280795190329706,21,True
LK1130050,40.496816939235,40.496816939235,0.0,65,False
LK1130055,41.13952100440931,40.34150992413913,-0.7980110802701896,54,True
LK1130060,41.59583536136881,40.62685674431419,-0.9689786170546073,23,True
LK1130065,41.300415594741224,41.300415594741224,-1.3816108750890837e-15,61,False
LK1130070,41.53037441058524,40.74800355920397,-0.7823708513812798,12,True
LK1130075,39.81425965203076,39.81425965203076,-3.1720657846433045e-16,97,False
LK1131005,40.81656126081511,40.81656126081511,-7.01770603219852e-16,68,False
LK1131010,41.16389878545662,40.380838556122185,-0.7830602293344372,16,True
LK1131015,41.194822234364146,40.4652790774725,-0.7295431568916683,22,True
LK1131020,41.25104883781246,40.313860802925525,-0.9371880348869301,42,True
LK1131025,40.61891563004499,39.69741303181433,-0.9215025982306598,28,True
LK1131030,38.33918280473651,38.33918280473651,-3.304849933767908e-16,208,False
LK1131035,39.7191052645633,39.7191052645633,-8.3104413539193e-17,90,False
LK1131040,41.393372212924234,41.393372212924234,3.3306690738754696e-16,63,False
LK1131045,40.79893858060412,40.79893858060412,4.099285014000578e-16,112,False
LK1131050,40.85095333337914,40.85095333337914,-1.0765799026668185e-16,82,False
LK1131055,40.57399961149009,40.57399961149009,0.0,105,False
LK1131060,40.12887209046661,40.12887209046661,-6.832141690000964e-17,64,False
LK1131065,39.49777460798733,39.49777460798733,4.021940013736416e-16,85,False
LK1133005,40.53077918333979,40.53077918333979,-5.075305255429287e-16,100,False
LK1133010,41.309062355364084,40.269210250183114,-1.0398521051809737,20,True
LK1133015,41.55289120526523,40.77918645571267,-0.7737047495525663,44,True
LK1133020,41.01892625821991,40.05561623151832,-0.9633100267015902,13,True
LK1133025,40.98224458049618,40.11635930069913,-0.8658852797970398,11,True
LK1133030,40.57737956117328,39.541854010125,-1.035525551048275,51,True
LK1133035,40.384237078988136,40.384237078988136,-2.1975548528662893e-16,79,False
LK1133040,41.32176324899592,40.22816154565016,-1.093601703345733,19,True
LK1133045,41.50056076506571,40.40789262095688,-1.0926681441088113,4,True
LK1133050,40.1531602588334,40.1531602588334,0.0,104,False
LK1133055,40.10749875596314,40.10749875596314,0.0,101,False
LK1133060,40.38933113753702,40.38933113753702,1.1842378929335003e-16,92,False
LK1133065,40.246301501472324,40.246301501472324,-2.9605947323337506e-16,93,False
LK1133070,40.6315255615672,40.6315255615672,-5.921189464667501e-16,67,False
LK1133075,40.805536995997585,39.85395111599172,-0.9515858800058632,58,True
LK1133080,40.84918607194127,39.92031548117221,-0.9288705907690595,40,True
LK1133085,40.47926375790633,40.47926375790633,-2.220446049250313e-16,129,False
LK1133090,39.014347942904585,39.01434794290458,-6.788624863950002e-16,130,False
LK1133095,40.156431150355004,40.156431150355004,0.0,149,False
LK1133100,40.83988407342412,40.142479139469835,-0.697404933954291,60,True
LK1133105,40.45298133582734,40.45298133582734,-4.736951571734001e-16,66,False
LK1133110,40.51298222711969,39.629461141825594,-0.8835210852941088,59,True
LK1133115,40.000205654965626,40.000205654965626,-3.304849933767908e-16,89,False
LK1133120,40.53504661402326,40.53504661402326,4.736951571734001e-16,132,False
LK1133125,40.67245115190229,40.67245115190229,-3.739698609263685e-16,123,False
LK1133130,39.84435947815862,39.84435947815862,9.473903143468002e-16,179,False
LK1133135,41.04538334946031,40.201275248463865,-0.8441081009964356,56,True
LK1133140,40.28105300751277,40.28105300751276,-8.198570028001156e-16,102,False
LK1133145,39.337650389672845,39.337650389672845,-1.9203857723245952e-16,232,False
LK1133150,40.897519183499654,40.89751918349965,-2.2920733411616134e-16,116,False
LK1133155,38.672182407607025,38.672182407607025,0.0,301,False
LK1133160,40.136324544689295,40.136324544689295,-4.957274900651862e-16,124,False
LK1133165,40.86603443410656,40.86603443410656,0.0,140,False
LK1133170,40.6372538028613,40.6372538028613,-5.609547913895527e-16,145,False
LK1133175,39.77920617560425,39.77920617560425,2.7328566760003855e-16,182,False
LK1133180,40.50202095637209,40.50202095637209,0.0,164,False
LK1133185,40.18798550632952,40.18798550632952,0.0,185,False
LK1133190,40.211806928976884,40.211806928976884,-1.2688263138573218e-15,198,False
LK1133195,39.79718528101856,39.79718528101856,-1.2180732613030289e-15,204,False
LK1133200,39.825912620252296,39.825912620252296,-7.47939721852737e-16,223,False
LK1133205,39.13040955834168,39.13040955834168,2.842170943040401e-16,234,False
LK1133210,39.21551110016833,39.21551110016833,-3.2297397080004555e-16,236,False
LK1136005,40.5765671941453,40.5765671941453,1.0449157878825003e-16,125,False
LK1136010,39.78128359454315,39.781283594543154,1.2250736823450004e-15,138,False
LK1136015,40.24349471578894,40.24349471578894,-4.736951571734001e-16,159,False
LK1136020,39.47433281196416,39.47433281196416,-3.304849933767908e-16,201,False
LK1136025,38.739714319533086,38.739714319533086,2.681293342490944e-16,216,False
LK1136030,38.33814888026518,38.33814888026518,-9.601928861622976e-17,267,False
LK1136035,36.632702557834804,36.632702557834804,3.8756876496005463e-16,290,False
LK1136040,39.286415915130654,39.286415915130654,1.0449157878825003e-16,215,False
LK1136045,39.22822995695627,39.22822995695627,-2.4501473646900006e-16,169,False
LK1136050,38.5040650060994,38.504065006099395,-3.5976847380258237e-16,245,False
LK1136055,37.11150426716914,37.111504267169146,6.004586499381128e-16,312,False
LK1136060,37.169647581271484,37.169647581271484,6.021548608136442e-16,300,False
LK1136065,38.28215281837236,38.28215281837236,8.074349270001139e-17,206,False
LK1136070,38.23804724801758,38.23804724801758,-1.3664283380001927e-16,212,False
LK1136075,38.3756014377827,38.3756014377827,-1.8698493046318425e-16,202,False
LK1136080,38.82636163093768,38.82636163093768,-5.921189464667501e-16,214,False
LK1136085,37.6353326860618,37.6353326860618,-1.4402893292434464e-16,237,False
LK1136090,37.724986284030415,37.724986284030415,4.844609562000683e-16,242,False
LK1136095,36.91179054972179,36.91179054972179,-3.002293249690564e-16,318,False
LK1136100,37.9885251131109,37.9885251131109,3.643808901333847e-16,270,False
LK1136105,36.638489406286354,36.638489406286354,-1.9556222085140373e-16,321,False
LK1136110,36.894645822805515,36.894645822805515,1.0297720808117394e-16,307,False
LK1136115,37.72557814789612,37.72557814789612,-6.287988812036285e-17,272,False
LK1136120,37.43834121795722,37.43834121795722,-6.0903663065151445e-16,285,False
LK1136125,38.30275948033141,38.30275948033142,0.0,254,False
LK1136130,37.60485185332155,37.60485185332155,1.209434443846979e-15,295,False
LK1136135,37.30840881492027,37.30840881492027,1.7472362354756562e-16,334,False
LK1136140,37.37634888183124,37.37634888183124,-1.9466924267400004e-16,309,False
LK1136145,38.11124364567679,38.11124364567678,0.0,256,False
LK1136150,37.75631439353794,37.75631439353794,7.751375299201093e-16,306,False
LK1136155,38.631602903923564,38.631602903923564,-2.2920733411616134e-16,252,False
LK1136160,38.051161968667,38.051161968667,0.0,269,False
LK1136165,36.780363475784974,36.780363475784974,1.7018987682876652e-16,299,False
LK1136170,38.01962236516893,38.01962236516892,0.0,262,False
LK1136175,38.37214848291948,38.37214848291948,1.450087215836939e-16,248,False
LK1136180,39.19662392837906,39.19662392837906,0.0,219,False
LK1136185,37.82750526050089,37.82750526050089,1.6784474073073233e-16,255,False
LK1136190,37.97376940946365,37.97376940946365,0.0,273,False
LK1136195,36.75593845635755,36.75593845635755,5.199093188488538e-16,308,False
LK1136200,36.68896012118383,36.68896012118383,1.691768418476429e-16,349,False
LK1136205,37.84375451085273,37.84375451085273,3.2297397080004555e-16,266,False
LK1136210,38.38534314162307,38.38534314162307,9.601928861622976e-16,244,False
LK1136215,40.067816010999586,40.067816010999586,0.0,168,False
LK1136220,38.73449368451575,38.73449368451575,4.372570681600617e-16,210,False
LK1136225,39.01056140332937,39.01056140332937,-3.643808901333847e-16,217,False
LK1136230,38.656970423053714,38.65697042305372,-8.77213254024815e-17,233,False
LK1136235,39.07539723380736,39.07539723380736,-4.179663151530001e-16,203,False
LK1136240,38.7045656599152,38.7045656599152,-2.631639762074445e-16,231,False
LK1136245,38.19776496759929,38.19776496759929,1.7988423690129118e-16,288,False
LK1136250,37.2885723746362,37.2885723746362,1.7616762043638848e-16,330,False
LK1136255,38.00798892518778,38.00798892518779,4.487638331116422e-16,268,False
LK1136260,37.763962801452436,37.763962801452436,-2.880578658486893e-16,280,False
LK1136265,36.96713143144294,36.96713143144293,-1.8219044506669235e-16,298,False
LK1136270,36.68653018897026,36.68653018897026,-7.983626244495507e-17,355,False
LK1136275,37.099042891839076,37.099042891839076,4.2150840256955097e-16,331,False
LK1136280,37.65253437482158,37.65253437482158,3.062684205862501e-16,315,False
LK1136285,38.09973503364142,38.09973503364142,-1.7988423690129118e-16,261,False
LK1136290,39.3827373326594,39.382737332659396,-1.8219044506669235e-16,250,False
LK1136295,36.379465508913775,36.379465508913775,-4.554761126667309e-17,374,False
LK1136300,37.84862790127413,37.84862790127413,-6.459479416000911e-16,314,False
LK1136305,36.29624362014999,36.29624362014999,1.3158198810372225e-16,354,False
LK1136310,35.98657165184673,35.98657165184673,1.5616323862859346e-16,407,False
LK1136315,37.64712729311107,37.64712729311107,-3.2297397080004555e-16,297,False
LK1136320,37.625962030922764,37.62596203092277,2.3684757858670006e-16,333,False
LK1136325,35.7522625989028,35.7522625989028,3.1301442103969174e-17,415,False
LK1136330,36.259572551252816,36.259572551252816,2.1210230918211945e-16,352,False
LK1136335,34.89484755825082,34.89484755825082,-2.1210230918211945e-16,443,False
LK1136340,36.431650602617665,36.431650602617665,2.5376526277146434e-16,369,False
LK1136345,36.782072016948,36.782072016948,5.465713352000771e-16,396,False
LK1136350,36.04517359490516,36.04517359490516,-3.2939067220666897e-16,392,False
LK1136355,37.65013963464794,37.650139634647935,6.125368411725002e-16,337,False
LK1136360,36.845991319436614,36.845991319436614,2.900174431673878e-16,339,False
LK1136365,34.63197403509273,34.63197403509273,-9.473903143468003e-17,453,False
