class_code,n,thin,NDVI,NDBI,built_fraction
0,1797,False,0.4468387961387634,-0.2526371479034424,0.010999999940395355
1,30191,False,0.7876409888267517,-0.30899670720100403,0.0
2,226,False,0.6655672192573547,-0.1475902870297432,0.0
4,953,False,0.6419914066791534,-0.19724002480506897,0.0006000000284984708
5,187,False,0.4955137372016907,-0.04538019001483917,0.0
6,35510,False,0.5257008671760559,-0.0786413848400116,0.2802000045776367
7,22,True,0.2711709141731262,0.002568502677604556,0.03020000085234642
